championName,riotIdGameName,riotIdTagline,summoner1Id,summoner2Id,deaths,kills,assists,champExperience,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,damageDealtToBuildings,damageDealtToObjectives,turretKills,inhibitorKills,visionScore,wardsPlaced,wardsKilled,goldEarned,goldSpent,earlyLaningPhaseGoldExpAdvantage,firstBloodAssist,firstBloodKill,gameEndedInEarlySurrender,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,objectivesStolen,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,quadraKills,tripleKills,doubleKills,baronKills,bountyLevel,alliedJungleMonsterKills,baronTakedowns,buffsStolen,controlWardsPlaced,damagePerMinute,dragonTakedowns,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,gameLength,goldPerMinute,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kda,killAfterHiddenWithAlly,killParticipation,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsUnderOwnTurret,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laningPhaseGoldExpAdvantage,riftHeraldTakedowns,soloKills,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedowns,takedownsBeforeJungleMinionSpawn,takedownsInAlcove,teamBaronKills,teamDamagePercentage,teamRiftHeraldKills,turretTakedowns,voidMonsterKill,win,teamId
Volibear,Cookiemanman,Jyoon,4,11,6,4,3,11520,212373,11807,39629,57,22775,0,0,14,1,3,9221,8850,0.0,False,True,False,2,2,555,0,113,7,0,421,176,0,0,1,0,4,82,0,1,0,437.849711053913,1,13,5,1,1,0,1618.029769809,341.9507444787697,3,2,1,67.75000008940697,0,1.1666666666666667,0,0.4666666666666667,1,,0,0,0,0.0,0,2,0,3,7,0,0,0,0.1489503438038382,0,0,6,False,100
Trundle,Steve,Range,11,4,3,6,6,12236,209928,14635,37090,3733,32543,0,0,26,5,5,11743,10083,0.0,False,False,False,3,2,964,0,114,16,0,473,115,0,0,1,0,6,73,0,1,2,542.722880461841,2,23,9,1,0,0,1618.029769809,435.48185008946217,6,2,1,68.00000011920929,0,4.0,0,0.6,2,,0,6,0,0.0,1,0,0,2,12,0,0,0,0.17240182434763127,1,4,1,True,200
Khazix,mohawk,NA1,11,4,9,6,3,11869,171413,20988,35045,0,9030,0,0,16,4,2,10355,9950,0.0,False,False,False,2,1,517,0,89,6,0,176,252,0,0,0,0,6,62,0,0,0,682.0162849305642,1,0,3,0,0,0,1846.461648919,336.50459645073676,0,2,1,39.750000059604645,0,1.0,1,0.6428571428571429,0,,0,0,2,0.0,1,0,0,0,9,0,0,0,0.2410373025309041,1,0,1,False,100
Udyr,Verdict,9108,4,11,1,9,7,19991,332494,21365,27584,8980,71266,3,0,25,1,9,14891,13725,1.0,False,False,False,5,1,1234,0,91,61,0,1832,41,0,0,0,1,9,68,1,5,1,694.2538588605339,3,8,40,0,1,0,1846.461648919,483.8901210346477,5,2,1,74.00000011920929,0,16.0,0,0.43243243243243246,3,,0,0,0,0.0,0,1,0,0,15,0,0,1,0.17530022509164708,0,6,7,True,200
Brand,不过些许风霜罢了,Miky,11,4,4,3,2,6827,105473,6945,14972,0,5055,0,0,8,3,0,6201,4900,0.0,False,False,False,2,1,357,0,50,28,0,88,54,0,0,0,0,3,45,0,2,0,444.4945403388602,1,1,11,0,0,0,937.497739872,396.9108631239789,1,2,1,68.00000008940697,0,1.25,0,0.5,1,,1,0,1,0.0,0,1,0,2,5,0,0,0,0.2489909059391698,0,0,0,False,100
Udyr,Verdict,9108,4,11,0,7,3,8409,136791,6320,10913,2859,17576,1,0,8,0,0,8109,6350,1.0,True,False,False,7,1,0,0,45,32,0,1190,0,0,0,0,0,7,38,0,3,0,404.52838148831654,0,6,12,0,0,0,937.497739872,518.9827511652773,5,2,1,66.00000008940697,0,10.0,0,0.43478260869565216,3,,0,0,0,0.0,0,2,0,0,10,0,0,0,0.13026982684847094,0,2,6,True,200
LeeSin,Truck Driver,LEE,11,4,5,4,6,14005,226538,10687,31528,1131,27946,0,0,29,17,2,10162,9325,0.0,False,False,False,2,1,512,0,116,16,0,607,105,0,0,0,0,4,80,0,1,8,383.2430318302842,3,15,4,1,0,0,1673.2830835010002,364.38982156146653,2,1,1,54.500000059604645,0,2.0,1,0.47619047619047616,1,,1,2,3,0.0,0,1,0,0,10,0,1,0,0.14961959784544387,0,1,1,False,100
Udyr,Verdict,9108,4,11,1,13,8,17283,293870,29255,27271,5281,43149,3,1,14,0,0,15229,12800,0.0,False,False,False,12,2,327,0,82,49,0,1825,12,0,0,1,1,13,63,1,3,0,1049.0224988648495,0,21,32,0,0,0,1673.2830835010002,546.0964695006156,12,3,1,65.50000011920929,0,21.0,2,0.7241379310344828,3,,1,0,0,0.0,1,1,0,2,21,0,1,1,0.3313526566243813,1,4,7,True,200
Hecarim,Verdict,9108,6,11,11,8,14,24785,464378,27955,85868,1151,28693,0,0,35,5,9,17939,16320,0.0,False,False,False,2,1,523,0,195,18,0,307,419,0,0,0,0,8,137,0,1,3,591.2835874297311,1,103,11,0,0,0,2836.778860278,379.4345788666858,15,2,1,51.50000008940697,1,2.0,5,0.5238095238095238,2,,1,11,0,0.0,0,0,0,0,22,0,0,0,0.1717749503026867,0,1,0,False,100
Nidalee,snrb,bst,11,4,7,9,15,25988,461337,40682,55243,348,53038,1,0,71,13,14,18899,16025,0.0,False,False,False,5,3,557,1,156,42,12229,244,257,0,1,1,3,9,116,3,6,11,860.4634797425806,4,0,17,1,1,1,2836.778860278,399.7478085765804,0,2,1,50.000000059604645,1,3.4285714285714284,2,0.631578947368421,0,,0,0,5,0.0,1,0,0,20,24,0,0,3,0.2217160062112092,1,1,10,True,200
Naafiri,Verdict,9108,4,11,6,3,10,13379,225174,23661,32069,0,14016,0,0,26,8,1,10460,9750,0.0,False,False,False,0,1,572,0,107,32,0,130,212,0,0,0,0,3,77,0,1,4,816.9134088800427,2,0,20,1,1,0,1737.903986983,361.13515324042424,0,2,1,59.75000008940697,0,2.1666666666666665,3,0.5909090909090909,1,,0,0,0,0.0,0,1,0,2,13,0,0,0,0.23866106132170534,0,0,0,False,100
LeeSin,Mike,MOB,11,4,5,2,11,13542,249077,14851,33319,5349,48780,1,0,24,9,3,10892,9800,0.0,False,False,False,0,1,363,0,103,8,0,601,135,0,0,0,1,2,72,1,1,0,512.7495303534951,2,19,2,1,0,0,1737.903986983,376.04805274127193,4,2,1,62.000000059604645,0,2.6,0,0.4642857142857143,0,,0,4,1,0.0,1,0,0,4,13,0,0,1,0.15999178089322358,1,5,8,True,200
XinZhao,Djangoat,NA1,4,11,1,3,5,9768,194382,4640,24100,700,42993,0,0,8,1,0,7975,7750,0.0,False,False,False,2,1,480,0,76,18,0,381,16,0,0,0,0,3,50,0,1,0,241.76834994983437,2,5,13,0,0,0,1151.5795930470001,415.56799202596955,4,1,2,64.00000005960464,0,8.0,1,0.25,0,,0,0,0,0.0,1,0,0,0,8,0,0,0,0.07661871066802976,1,0,7,True,100
Udyr,Verdict,9108,4,11,5,1,3,8957,158447,6135,18679,0,7623,0,0,17,4,3,6971,6550,0.0,False,False,False,0,1,381,0,84,22,0,1228,112,0,0,0,0,1,66,0,3,4,319.65522810803765,1,5,15,0,0,0,1151.5795930470001,363.2107298345066,1,3,0,66.00000011920929,0,0.8,1,0.36363636363636365,0,,0,0,0,0.0,0,1,0,3,4,0,0,0,0.16347773803887808,0,0,0,False,200
Graves,Scanning,1213,4,11,6,4,14,14684,285802,21365,33113,2459,51666,3,0,19,2,8,12054,9700,0.0,False,False,False,2,1,418,0,103,20,0,562,151,0,0,0,1,4,75,1,1,1,769.4019827503448,3,0,20,0,1,0,1666.1675508100002,434.1048331946718,0,2,1,50.00000008940697,0,3.0,2,0.5625,1,,0,0,7,0.0,1,0,0,2,18,0,0,1,0.19682519302534315,1,3,5,True,100
JarvanIV,Verdict,9108,4,11,6,9,8,12638,204757,15760,34608,1910,23070,0,0,27,6,2,11733,11300,1.0,False,False,False,5,2,534,0,90,22,0,441,163,0,0,1,0,9,62,0,2,4,567.5586188475027,1,9,12,0,0,0,1666.1675508100002,422.5265220934734,3,2,1,70.00000008940697,0,2.8333333333333335,1,0.8095238095238095,3,,1,0,0,1.0,0,0,1,1,17,0,0,0,0.18444973146220944,0,1,3,False,200
Naafiri,juri main,주리5,4,11,1,9,3,13555,213090,13566,26985,0,50109,0,0,12,3,1,10229,9425,0.0,False,False,False,5,3,876,0,86,28,0,88,32,0,1,1,0,9,53,0,0,0,608.9996993711981,3,0,23,0,0,0,1336.647827315,459.1944395951603,0,2,1,64.00000008940697,0,12.0,2,0.42857142857142855,2,,4,0,0,1.0,1,2,0,0,12,0,0,0,0.2120879695629438,1,0,4,True,100
Viego,Verdict,9108,4,11,5,1,2,9223,158471,6278,22420,217,6278,0,0,22,9,0,7071,6275,0.0,False,False,False,0,1,648,0,82,22,0,156,142,0,0,0,0,1,55,0,1,2,281.8527246537516,0,4,14,0,0,0,1336.647827315,317.4466719099969,1,2,1,54.000000059604645,0,0.6,2,0.3,0,,0,1,1,0.0,0,0,0,0,3,0,0,0,0.12485971228505101,0,0,3,False,200
MasterYi,让我来保护你,lulu,11,4,8,5,4,12036,202154,17753,31837,637,14122,0,0,15,8,0,9714,9300,0.0,True,False,False,2,1,458,0,91,12,0,241,224,0,0,0,0,5,66,0,1,0,694.0600954121172,0,0,5,0,0,0,1534.7107987890001,379.78466650926623,0,2,1,49.200000047683716,0,1.125,0,0.42857142857142855,1,,1,0,0,0.0,0,1,1,0,9,0,0,0,0.20067724977810156,0,0,4,False,100
Udyr,Verdict,9108,4,11,2,8,12,17897,258159,21817,28106,1220,45835,1,0,19,2,0,12389,11150,0.0,False,False,False,7,1,246,0,76,42,0,1578,28,0,0,0,0,8,62,0,2,2,852.9520020778018,3,17,22,1,0,0,1534.7107987890001,484.3726098666766,5,2,1,64.00000008940697,0,10.0,1,0.5882352941176471,1,,0,0,0,0.0,1,5,0,6,20,0,0,0,0.19661038410402906,1,2,3,True,200
Pantheon,Verdict,9108,4,11,7,6,2,10410,145695,14116,33392,194,194,0,0,22,10,2,8941,8750,0.0,False,True,False,4,3,377,0,68,12,0,219,151,0,1,1,0,6,44,0,2,2,585.2076603892763,0,14,3,0,0,0,1447.3196711580001,370.6612188917976,5,1,1,47.35000005364418,0,1.1428571428571428,0,0.42105263157894735,0,,2,0,1,0.0,0,0,0,0,8,0,0,0,0.1717677691263789,0,0,0,False,100
Nidalee,YsabellaLouise,meow,11,4,3,13,6,14386,253319,23011,35551,1836,47313,1,1,20,4,1,12642,10425,0.0,False,False,False,6,2,805,0,91,42,3662,149,118,0,0,2,0,13,67,0,2,1,953.9693145901923,3,0,26,0,2,0,1447.3196711580001,524.0877161094662,0,3,1,78.00000008940697,0,6.333333333333333,2,0.6129032258064516,6,,0,0,3,1.0,1,3,0,2,19,0,2,0,0.26702074039246954,1,3,7,True,200
LeeSin,Kitzuo,NA1,11,4,1,5,6,6899,123999,6976,14282,0,24279,0,0,9,3,1,6497,4875,0.0,False,True,False,4,2,464,0,59,8,0,351,16,0,0,1,0,5,34,0,0,0,459.3970862419836,1,8,12,0,1,0,911.1977084790001,427.8545097297179,2,2,1,70.80000013113022,0,11.0,0,0.6875,3,,0,2,1,0.0,0,0,0,0,11,0,0,0,0.1567991977755122,0,1,6,True,100
Udyr,Verdict,9108,4,11,3,2,0,5636,101580,4955,16049,0,5144,0,0,10,5,0,5280,5158,0.0,False,False,False,2,1,657,0,70,5,0,1156,45,0,0,0,0,2,46,0,0,3,326.3077553197144,1,3,6,0,0,0,911.1977084790001,347.7034982761666,1,2,1,64.00000005960464,0,0.6666666666666666,0,0.2857142857142857,0,,0,0,0,0.0,0,0,0,0,2,0,1,0,0.1479469626247141,0,0,0,False,200
