championName,riotIdGameName,riotIdTagline,summoner1Id,summoner2Id,deaths,kills,assists,champExperience,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,damageDealtToBuildings,damageDealtToObjectives,turretKills,inhibitorKills,visionScore,wardsPlaced,wardsKilled,goldEarned,goldSpent,earlyLaningPhaseGoldExpAdvantage,firstBloodAssist,firstBloodKill,gameEndedInEarlySurrender,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,objectivesStolen,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,quadraKills,tripleKills,doubleKills,baronKills,bountyLevel,alliedJungleMonsterKills,baronTakedowns,buffsStolen,controlWardsPlaced,damagePerMinute,dragonTakedowns,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,gameLength,goldPerMinute,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kda,killAfterHiddenWithAlly,killParticipation,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsUnderOwnTurret,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laningPhaseGoldExpAdvantage,riftHeraldTakedowns,soloKills,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedowns,takedownsBeforeJungleMinionSpawn,takedownsInAlcove,teamBaronKills,teamDamagePercentage,teamRiftHeraldKills,turretTakedowns,voidMonsterKill,win,teamId
Taliyah,RurouniNoKenshin,BR1,11,4,7,3,1,6767,123671,10442,22977,0,7800,0,0,9,4,1,6736,6250,0.0,False,False,False,3,1,554,0,75,6,0,538,162,0,0,0,0,3,53,0,0,2,547.8726719134623,0,6,8,0,0,0,1143.65882108,353.4260232267521,2,2,0,66.00000008940697,0,0.5714285714285714,0,0.5,1,,0,2,21,0.0,0,0,0,0,4,0,0,0,0.20562113723872258,0,0,4,False,100
Graves,MISC LAST DANCE,mrkn,4,11,1,8,5,9990,192272,16477,16945,1407,23201,1,0,11,0,1,9821,8150,0.0,False,False,False,7,1,981,0,85,18,0,444,35,0,0,0,0,8,54,0,2,0,864.4838750435706,2,0,16,0,0,0,1143.65882108,515.2490158514066,0,2,2,67.50000005960464,0,13.0,1,0.4482758620689655,4,,0,0,5,0.0,0,0,0,1,13,0,0,0,0.22472277559553233,0,3,2,True,200
LeeSin,FVN Feng,Ultio,4,11,1,10,4,10854,202920,17200,23863,1001,42607,2,0,26,12,2,10641,7275,1.0,False,True,False,7,2,955,0,73,18,0,473,32,0,0,1,0,10,52,0,2,5,797.1329049831171,2,17,8,0,0,0,1294.680835355,493.1408441099964,4,2,1,70.00000008940697,1,14.0,2,0.5384615384615384,0,,1,4,3,0.0,1,2,0,7,14,0,0,0,0.21657988686725263,1,2,7,True,100
Ekko,MISC LAST DANCE,mrkn,4,11,7,4,1,8801,145654,12472,28368,0,6989,0,0,11,1,1,8383,7800,0.0,False,False,False,3,1,526,0,86,4,0,395,203,0,0,0,0,4,65,0,1,0,578.0131582688913,1,5,1,0,0,0,1294.680835355,388.5225014401518,1,2,1,59.75000008940697,0,0.7142857142857143,0,0.4166666666666667,1,,1,0,5,0.0,0,2,0,2,5,0,0,0,0.21752302286063868,0,0,0,False,200
Hecarim,sooduangzuan,ken,6,11,5,7,12,13974,244048,23372,38110,2490,27753,2,0,25,9,4,12505,12075,1.0,False,False,False,4,1,651,0,108,8,0,182,160,0,0,0,0,7,66,0,0,3,837.8887198966846,1,59,12,1,0,0,1673.6545746020001,448.33445509339174,13,2,2,70.00000011920929,0,3.8,2,0.6129032258064516,1,,1,10,0,1.0,1,1,0,4,19,0,0,0,0.19801054274410415,1,2,5,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,7,1,6,14424,243472,11661,35480,0,41197,0,0,17,1,5,9538,14350,0.0,False,False,False,0,1,376,0,130,8,0,245,165,0,0,0,1,1,89,1,0,0,418.0702786543585,3,0,7,1,1,0,1673.6545746020001,341.9468198873085,0,2,0,59.000000059604645,0,1.0,2,0.2,0,,0,0,0,0.0,0,0,0,2,7,0,0,1,0.11459011539831604,0,0,2,True,200
Ekko,MISC LAST DANCE,mrkn,4,11,0,6,6,8440,148622,8984,14203,714,14350,0,0,8,1,0,7956,6600,0.0,False,True,False,6,1,0,0,74,16,0,330,0,0,0,0,0,6,55,0,2,0,557.0871017518331,2,4,11,1,0,0,967.67772859,493.3538966744941,4,2,1,64.00000008940697,0,12.0,2,0.7058823529411765,2,,0,0,3,1.0,0,0,0,0,12,0,1,0,0.21271815110635872,0,0,1,True,100
MasterYi,I Britta I,FÚRIA,4,11,4,2,1,6410,119233,4146,18808,0,14354,0,0,10,2,1,6208,6100,0.0,False,False,False,2,2,650,0,71,12,0,203,78,0,0,1,0,2,51,0,1,1,257.08924951504343,0,2,5,0,0,0,967.67772859,384.9216595386974,0,2,1,81.20000007748604,0,0.75,0,0.6,0,,0,0,0,0.0,0,0,0,0,3,0,0,0,0.16527603321716078,0,0,4,False,200
Viego,MISC LAST DANCE,mrkn,4,11,5,12,10,19199,329516,32971,47428,3345,53099,2,2,21,1,3,16078,14383,0.0,False,False,False,6,2,471,0,135,10,477,309,187,0,0,2,1,12,96,1,1,0,989.105306945526,2,20,13,0,2,0,2000.0795496530002,482.3294873033267,9,2,2,66.00000005960464,0,4.4,4,0.5641025641025641,1,,4,0,0,0.0,1,0,0,2,22,0,0,1,0.2157033871908563,1,5,5,True,100
Diana,Kalebits,00000,4,11,8,7,6,15392,306808,22257,41828,0,34831,0,0,27,5,8,12449,11950,0.0,False,True,False,2,2,633,0,150,4,0,211,258,0,0,2,0,7,104,0,0,4,667.6977393132644,3,8,6,0,0,0,2000.0795496530002,373.484705257523,2,2,0,68.00000011920929,0,1.625,2,0.3939393939393939,3,,1,2,3,0.0,0,0,0,2,13,0,0,0,0.17813837291416118,0,0,3,False,200
MasterYi,MISC LAST DANCE,mrkn,4,11,2,14,11,18305,345920,36925,32553,7901,79840,4,1,23,2,5,15230,13525,0.0,False,False,False,12,2,427,0,126,24,0,376,44,0,0,3,1,14,89,1,3,1,1345.6919018380845,3,1,10,1,0,0,1646.394224394,555.0538786276189,0,2,1,76.00000008940697,1,12.5,5,0.7142857142857143,4,,0,0,0,0.0,1,0,0,8,25,0,0,1,0.32156466896845454,1,5,4,True,100
Gwen,STRAIKA DA,ego,11,6,7,8,4,13384,229221,26056,38359,547,13929,0,0,24,2,3,11882,11275,0.0,False,False,False,3,2,658,0,101,6,0,246,256,0,0,1,0,8,76,0,1,2,949.5796795420886,1,0,3,1,1,0,1646.394224394,433.05161140092633,0,2,1,62.00000008940697,0,1.7142857142857142,1,0.631578947368421,2,,0,0,0,0.0,0,3,0,0,12,0,0,0,0.3699486261572581,0,0,4,False,200
MasterYi,MISC LAST DANCE,mrkn,4,11,7,5,1,6826,105961,9416,19251,0,186,0,0,15,3,3,6618,10717,0.0,False,False,False,3,2,396,0,64,12,0,36,172,0,0,1,0,5,54,0,1,0,438.74845451012544,0,0,5,0,0,0,1287.667596686,308.39892512354044,0,1,0,48.000000059604645,0,0.8571428571428571,1,0.46153846153846156,3,,0,0,0,0.0,0,0,0,0,6,0,1,0,0.2144476839867379,0,0,0,False,100
Naafiri,Marquinhos Ice,br1,4,11,2,5,8,11586,197104,8851,18769,895,43581,1,1,19,9,2,9622,7225,0.0,False,False,False,5,1,381,0,51,53,0,119,34,0,0,0,0,5,41,0,6,1,412.4592340382642,2,0,28,1,1,0,1287.667596686,448.38065030209157,0,3,2,70.00000008940697,0,6.5,3,0.5,2,,0,0,0,0.0,1,2,0,2,13,0,0,0,0.1521321030555289,1,1,7,True,200
Ekko,Junin,Nao,4,11,6,2,3,11954,243809,9112,38960,0,21322,0,0,20,0,7,9794,8550,0.0,False,False,False,0,1,619,0,118,18,0,477,180,0,0,0,0,2,91,0,1,0,320.0345944629935,2,0,8,1,0,0,1708.386172122,343.99165453765625,0,2,1,78.40000006556511,0,0.8333333333333334,0,0.35714285714285715,2,,0,0,0,1.0,0,0,0,2,5,0,0,0,0.1427379252942382,0,0,4,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,4,9,10,17550,312192,23204,31719,0,57669,1,2,27,0,9,14219,12325,0.0,False,False,False,4,2,606,0,129,23,0,200,96,0,0,2,1,9,94,1,2,0,814.946333325611,2,0,12,0,0,0,1708.386172122,499.39815497571436,0,2,1,63.600000113248825,1,4.75,3,0.6551724137931034,1,,0,0,0,0.0,1,2,0,0,19,0,0,1,0.2276511283900515,1,1,4,True,200
MasterYi,MISC LAST DANCE,mrkn,4,11,3,1,1,4629,88616,3187,12795,0,16751,0,0,5,1,0,4585,3175,0.0,False,False,False,0,1,311,0,57,4,0,28,52,0,0,0,0,1,30,0,0,0,205.56975302532805,0,0,6,0,0,0,930.229201964,295.76915548110014,0,2,1,58.000000059604645,0,0.6666666666666666,0,0.2857142857142857,0,,0,0,0,0.0,0,1,0,0,2,0,0,0,0.1305844917416276,0,0,6,False,100
Ekko,Little Unluck,charl,11,4,3,5,6,6562,122754,8087,15615,0,9984,0,0,7,1,0,6919,6250,0.0,True,False,False,4,2,285,0,58,21,0,379,56,0,0,1,0,5,36,0,0,0,521.6776931902106,2,6,23,0,0,0,930.229201964,446.30636828034346,5,2,1,56.00000008940697,0,3.6666666666666665,1,0.8461538461538461,3,,0,0,10,1.0,0,1,0,0,11,0,0,0,0.24474872472358822,0,0,0,True,200
MasterYi,MISC LAST DANCE,mrkn,4,11,9,9,9,18868,371784,34213,45134,3374,88756,2,1,20,1,2,15514,14750,0.0,False,False,False,3,2,382,0,131,12,0,267,243,0,0,2,0,9,83,0,1,0,1055.832071249659,3,0,13,1,0,0,1944.284240031,478.78322748679363,0,2,1,60.00000008940697,0,2.0,3,0.5294117647058824,4,,0,0,0,0.0,1,1,0,2,18,0,0,1,0.26666090647197455,1,4,6,True,100
Ekko,Little Unluck,charl,11,4,11,8,9,15210,292220,36830,50353,3830,23590,2,0,27,7,3,13512,12125,0.0,False,False,False,3,2,312,0,105,25,0,543,376,0,0,2,0,8,71,0,2,1,1136.5843941443284,1,2,16,2,0,0,1944.284240031,417.0031619287944,0,2,1,60.00000008940697,1,1.5454545454545454,4,0.4473684210526316,0,,1,0,7,0.0,0,1,0,0,17,0,0,0,0.25505596164139754,0,2,2,False,200
MasterYi,MISC LAST DANCE,mrkn,4,11,3,5,9,16156,269312,12090,31039,3142,64820,1,0,19,2,4,11076,10675,0.0,False,False,False,3,2,692,0,123,24,0,331,52,0,0,1,0,5,77,1,1,1,445.7533138345431,3,0,13,1,0,0,1627.365784824,408.3926939307484,0,2,1,72.00000008940697,0,4.666666666666667,1,0.4,3,,0,0,0,0.0,1,1,0,4,14,0,1,1,0.09516806096254703,1,3,2,True,100
Amumu,VAL Antonelli,BRADC,11,4,9,4,4,11869,185277,10911,37189,0,25239,0,0,16,2,4,9155,8825,0.0,False,False,False,2,1,715,0,100,0,0,238,292,0,0,0,0,4,72,0,0,2,402.29070022174096,1,33,0,0,1,0,1627.365784824,337.55177844245947,5,2,1,62.00000008940697,0,0.8888888888888888,1,0.4444444444444444,0,,1,0,1,0.0,0,0,0,2,8,0,0,0,0.13543305156743465,0,0,6,False,200
MasterYi,MISC LAST DANCE,mrkn,4,11,3,20,6,15650,284897,32334,28538,7173,54634,3,0,12,1,2,16316,13450,0.0,False,False,False,17,4,268,0,90,22,0,208,38,1,2,3,0,20,61,0,2,0,1385.0017103439238,3,0,14,2,1,0,1400.771933311,698.9047181771956,0,2,1,55.75000008940697,0,8.666666666666666,5,0.7428571428571429,4,,0,0,0,0.0,1,2,0,2,26,0,2,0,0.363914021162153,1,5,4,True,100
Ivern,OPerseu,Ivern,11,4,5,3,3,10897,137164,5641,10952,167,6436,0,0,14,3,2,8304,7775,0.0,False,False,False,0,1,662,0,81,4,0,184,116,0,0,0,0,3,56,0,1,1,241.6659757134546,0,22,1,0,0,0,1400.771933311,355.72514899673496,3,2,1,58.50000008940697,0,1.2,1,0.2727272727272727,0,,1,0,2,0.0,0,1,0,0,6,0,2,0,0.08253295490350948,0,0,3,False,200
Jax,Lupos,3606,4,11,8,5,1,10705,146866,7113,26919,1067,7490,0,0,18,8,1,10200,6708,0.0,False,False,False,2,1,288,0,75,8,0,183,205,0,0,0,0,5,53,0,0,1,271.73787176687324,0,6,7,1,0,0,1570.6974003100001,389.6737778536789,2,2,1,66.00000011920929,0,0.75,1,0.42857142857142855,2,,2,0,0,0.0,0,2,0,0,6,0,0,0,0.1172446955734758,0,0,3,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,3,22,4,17694,319542,32425,33643,2458,65971,1,0,11,0,2,15592,13550,0.0,False,True,False,10,3,644,0,119,21,0,199,95,0,3,6,1,22,80,1,3,0,1238.6479613632257,2,0,8,0,0,0,1570.6974003100001,595.6095694556514,0,2,1,56.000000059604645,0,8.666666666666666,5,0.6190476190476191,13,,0,0,0,1.0,1,4,0,0,26,0,1,1,0.3567281982187721,1,2,5,True,200
MasterYi,MISC LAST DANCE,mrkn,4,11,9,23,7,21193,418783,42302,45102,7221,43684,1,0,41,2,11,21657,18225,1.0,False,True,False,5,4,276,0,170,18,0,309,298,1,3,6,1,23,120,1,2,1,1198.3105371177694,0,0,11,0,1,0,2118.0839733370003,613.5003199449403,0,2,0,62.000000059604645,1,3.3333333333333335,8,0.7317073170731707,4,,0,0,0,0.0,0,1,0,0,30,1,0,1,0.3487704235500669,0,3,7,True,100
Warwick,NightWolfz,br1,4,11,8,8,8,15391,204622,13686,41675,553,31837,0,0,36,6,10,13076,12875,0.0,False,False,False,3,2,605,0,99,18,0,269,259,0,0,1,0,8,59,0,3,5,387.71623656695294,3,33,6,2,0,0,2118.0839733370003,370.42783737647676,10,2,2,56.00000002980232,0,2.0,1,0.47058823529411764,3,,0,0,0,0.0,1,0,0,0,16,0,0,0,0.11452987375518002,1,1,1,False,200
MasterYi,MISC LAST DANCE,mrkn,4,11,2,10,5,14909,240310,16071,22433,3594,52589,1,0,10,1,1,11409,10500,0.0,False,False,False,6,3,458,1,118,16,0,164,40,0,1,3,0,10,72,0,2,0,717.4247263868938,3,0,9,1,1,1,1344.083844491,509.32247432394746,0,2,0,64.00000008940697,0,7.5,6,0.5555555555555556,4,,0,0,0,1.0,1,2,0,0,15,0,0,0,0.25160698071884574,1,2,3,True,100
Viego,faokat,br1,11,4,4,0,2,8902,161645,3909,24000,0,18594,0,0,12,2,1,6497,6308,0.0,False,False,False,0,0,547,0,95,0,0,158,108,0,0,0,0,0,66,0,0,0,174.52259685371004,0,6,0,0,0,0,1344.083844491,290.06262364217827,1,2,2,65.20000004768372,0,0.5,0,0.16666666666666666,0,,0,0,0,0.0,0,0,0,0,2,0,0,0,0.07889614567992416,0,0,4,False,200
Kayn,PAO COM CARNE,br1,11,4,4,2,3,7519,120485,5044,19706,0,9356,0,0,8,3,1,6013,5575,0.0,False,False,False,2,1,349,0,75,4,0,133,48,0,0,0,0,2,53,0,0,1,298.9537236942102,0,3,3,0,0,0,1012.5075761420001,356.34183594804966,2,2,0,50.00000008940697,0,1.25,0,0.625,1,,0,0,0,0.0,0,1,0,0,5,0,0,0,0.16839119338361433,0,0,2,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,1,10,4,9205,149939,16690,16061,979,20520,0,0,12,2,1,8584,7350,0.0,False,False,False,10,3,284,0,77,4,0,215,12,0,1,4,0,10,51,0,1,0,989.0451456578094,2,0,1,0,1,0,1012.5075761420001,508.69133255035104,0,2,2,56.000000059604645,0,14.0,2,0.6363636363636364,5,,0,0,0,0.0,0,2,0,0,14,0,0,0,0.35009513000400666,0,0,4,True,200
MasterYi,MISC LAST DANCE,mrkn,4,11,4,21,6,18737,312399,34962,33622,9344,68920,4,2,25,1,6,16987,13725,0.0,False,True,False,12,2,734,0,96,28,0,215,95,0,0,5,1,21,68,1,4,1,1187.5139538132512,4,0,14,0,1,0,1766.512663505,576.9955364218168,0,2,0,71.50000008940697,1,6.75,11,0.6923076923076923,2,,0,0,0,0.0,0,3,0,0,27,3,0,1,0.31523616754836703,0,5,1,True,100
Evelynn,OwOnnyy,Chan,4,11,8,6,4,12598,201204,15301,32209,0,20167,0,0,22,11,1,10699,10250,0.0,False,False,False,3,2,571,1,102,22,0,202,244,0,0,1,0,6,76,0,2,0,519.7117250936715,0,4,12,0,0,0,1766.512663505,363.4043569004299,1,2,2,78.00000008940697,0,1.25,0,0.4,2,,0,0,3,0.0,0,3,0,0,10,1,0,0,0.17190274573843134,1,0,6,False,200
Viego,MISC LAST DANCE,mrkn,4,11,4,3,1,8794,157543,12916,24949,0,7369,0,0,14,2,2,7646,7308,0.0,True,False,False,2,1,935,0,98,7,0,181,104,0,0,0,0,3,60,0,1,1,638.7565638945571,0,11,5,0,0,0,1213.280951901,378.163011458094,4,3,1,69.20000004768372,0,1.0,0,0.4444444444444444,0,,0,0,4,0.0,0,0,0,2,4,0,1,0,0.251760955256028,0,0,3,False,100
Skarner,pequeno frow,FROW,4,11,3,3,7,9351,194757,5391,24849,176,29275,0,0,13,7,0,7599,6525,0.0,False,False,False,2,1,719,0,97,8,0,590,59,0,0,0,0,3,73,0,0,1,266.60470974081437,2,17,12,1,0,0,1213.280951901,375.81804146790563,5,1,1,56.800000101327896,1,3.3333333333333335,2,0.4,0,,1,0,0,0.0,0,1,0,0,10,0,0,0,0.08583174174968619,0,0,3,True,200
JarvanIV,SEXUDOo,br1,11,4,6,5,13,12423,225507,18005,33538,0,35148,0,0,22,4,3,10802,10375,0.0,False,False,False,2,1,529,0,126,0,0,580,181,0,0,0,0,5,90,0,0,1,662.786525591328,2,8,0,0,0,0,1629.9820160400002,397.6396920314821,4,2,1,64.75000008940697,0,3.0,1,0.75,0,,1,0,0,0.0,1,0,0,1,18,0,1,0,0.19238723579992045,1,0,4,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,5,11,6,17553,315262,34383,36181,4015,54670,3,1,13,1,1,13045,11350,0.0,False,False,False,3,3,441,0,126,33,0,359,159,0,1,2,1,11,83,1,1,0,1265.67706825814,2,0,21,0,1,0,1629.9820160400002,480.1898503236568,0,2,1,71.6000000834465,0,3.4,1,0.53125,7,,0,0,0,0.0,0,3,0,2,17,0,0,1,0.2286960514361479,0,3,4,True,200
XinZhao,Xin Zhao,Soled,4,11,4,1,6,13130,240149,8754,34985,0,36971,0,0,33,12,2,9426,9350,0.0,False,False,False,0,1,577,0,124,4,0,463,87,0,0,0,0,1,80,0,0,6,305.73953123345603,3,16,1,2,4,0,1718.08928463,329.21400974909704,3,2,1,52.00000002980232,0,1.75,1,0.4375,0,,0,2,0,0.0,1,0,0,0,7,0,0,0,0.1267588529060986,1,0,7,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,4,11,10,16120,266603,25312,29543,2985,36575,1,0,21,1,5,13818,11450,0.0,False,False,False,3,2,426,0,127,8,0,276,121,0,0,1,1,11,91,1,0,0,883.9720177229146,2,0,7,0,1,0,1718.08928463,482.5594241220106,0,2,1,68.00000011920929,0,5.25,1,0.875,2,,0,0,0,0.0,0,0,0,0,21,0,1,1,0.27850363098400355,0,2,1,True,200
MasterYi,MISC LAST DANCE,mrkn,4,11,5,17,11,14911,246316,27349,27481,6666,46230,4,1,12,1,1,14369,11300,0.0,False,False,False,7,2,399,0,116,5,0,196,141,0,0,6,0,17,78,0,0,0,1134.3008381720056,2,0,4,0,0,0,1446.660797088,595.9567895626785,0,2,1,68.00000008940697,0,5.6,5,0.6222222222222222,6,,1,0,0,1.0,1,5,0,0,28,0,0,0,0.26204213691889494,1,4,1,True,100
LeeSin,1upduds,BR1,11,4,9,3,8,11106,186679,12359,37007,0,22087,0,0,10,7,1,8382,8325,0.0,False,True,False,2,1,247,0,100,0,0,493,233,0,0,0,0,3,74,0,0,2,512.620585946271,0,14,0,0,0,0,1446.660797088,347.6791450179211,1,2,1,54.00000008940697,0,1.2222222222222223,0,0.4782608695652174,1,,0,1,5,0.0,0,1,0,4,11,0,0,0,0.1345084455176975,0,0,6,False,200
Vi,Thats For u Mom,7843,4,11,7,3,6,9171,152975,9052,28698,0,17141,0,0,18,4,4,8111,7775,0.0,False,False,False,0,1,300,0,89,2,0,211,110,0,0,0,0,3,57,0,0,3,447.64183846572087,0,34,2,0,0,0,1213.353459764,401.110150348553,6,2,1,59.25000008940697,0,1.2857142857142858,2,0.5625,0,,0,7,0,0.0,1,1,0,2,9,0,1,0,0.17018837737883716,1,0,3,False,100
MasterYi,MISC LAST DANCE,mrkn,4,11,3,11,10,9937,188402,23315,20798,484,19606,0,0,17,2,3,10243,9275,0.0,False,False,False,3,3,618,0,97,4,0,369,81,0,1,1,0,11,69,0,0,1,1152.9219814250084,1,0,6,0,0,0,1213.353459764,506.54510997833614,0,2,1,62.1000000834465,0,7.0,4,0.6774193548387096,4,,0,0,0,0.0,0,1,1,0,21,0,0,0,0.30765969694183676,0,0,4,True,200
Viego,skill,king,11,4,8,13,6,15922,322142,19905,39600,2890,52378,1,0,26,4,8,15169,14908,0.0,False,False,False,4,2,398,0,136,2,0,232,216,0,0,3,0,13,100,0,0,3,685.9119119203007,1,13,2,0,0,0,1741.215067845,522.7265671014871,8,2,1,50.000000059604645,0,2.375,5,0.5135135135135135,2,,1,0,1,0.0,1,0,0,0,19,3,0,0,0.21623067339004076,1,1,8,False,100
