championName,riotIdGameName,riotIdTagline,summoner1Id,summoner2Id,deaths,kills,assists,champExperience,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,damageDealtToBuildings,damageDealtToObjectives,turretKills,inhibitorKills,visionScore,wardsPlaced,wardsKilled,goldEarned,goldSpent,earlyLaningPhaseGoldExpAdvantage,firstBloodAssist,firstBloodKill,gameEndedInEarlySurrender,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,objectivesStolen,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,quadraKills,tripleKills,doubleKills,baronKills,bountyLevel,alliedJungleMonsterKills,baronTakedowns,buffsStolen,controlWardsPlaced,damagePerMinute,dragonTakedowns,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,gameLength,goldPerMinute,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kda,killAfterHiddenWithAlly,killParticipation,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsUnderOwnTurret,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laningPhaseGoldExpAdvantage,riftHeraldTakedowns,soloKills,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedowns,takedownsBeforeJungleMinionSpawn,takedownsInAlcove,teamBaronKills,teamDamagePercentage,teamRiftHeraldKills,turretTakedowns,voidMonsterKill,win,teamId
Naafiri,Haru,Kayn,4,11,1,2,4,7712,127514,5463,14987,1610,7690,0,0,9,2,1,6924,5575,0.0,False,False,False,2,1,203,0,66,23,0,142,12,0,0,0,0,2,48,0,2,0,327.0796023760772,0,0,20,0,0,0,1002.2209961750001,414.5202895225106,0,2,0,56.00000008940697,0,6.0,0,0.3333333333333333,1,,0,0,0,0.0,0,1,0,0,6,0,0,0,0.12405834717033573,0,2,0,True,200
Sejuani,Es Nerf O Nadaa,LAN,11,4,7,4,6,9929,180824,10716,40015,0,10555,0,0,28,6,4,8968,8650,0.0,False,False,False,3,1,488,0,107,4,185,295,218,0,0,0,0,4,68,0,1,4,405.3385384850993,0,26,1,0,0,0,1586.26446796,339.2328692623589,5,2,1,56.000000059604645,0,1.4285714285714286,0,0.5,1,,1,0,0,0.0,0,0,0,2,10,0,0,0,0.1365199808220058,0,0,3,False,100
Volibear,VL Highlander,9991,4,11,3,8,12,14163,237432,25359,34827,3275,56991,2,0,26,1,10,11746,9450,1.0,False,True,False,3,1,689,0,104,12,0,405,99,0,0,0,0,8,73,0,0,0,959.2111832047092,3,26,5,2,0,0,1586.26446796,444.30383025135137,18,2,1,68.00000008940697,1,6.666666666666667,1,0.7142857142857143,3,,1,0,0,0.0,1,0,0,7,20,0,0,0,0.24153760625740103,1,3,4,True,200
Warwick,Eminencia,LAN,4,11,9,6,18,20417,323459,32743,69432,2896,42234,2,0,21,2,5,15132,13650,0.0,True,False,False,2,2,360,0,90,12,0,270,349,0,0,1,0,6,63,0,1,2,849.8297491595882,3,55,12,1,0,0,2311.76409202,392.7548514289082,12,2,0,40.000000059604645,1,2.6666666666666665,2,0.48,3,,0,0,0,0.0,1,1,0,7,24,1,1,0,0.160077598591913,1,4,4,True,100
Vi,Dodge,Dawn,4,11,7,6,24,22625,368920,29652,60207,1797,44508,0,0,34,11,3,16158,15850,0.0,False,False,False,3,1,818,0,128,32,0,473,255,0,0,0,1,6,72,2,3,2,769.6036782381633,2,108,27,1,1,0,2311.76409202,419.38417028436663,25,2,2,66.00000005960464,0,4.285714285714286,0,0.6382978723404256,0,,2,20,0,0.0,0,1,0,8,30,0,0,2,0.17580209041614658,0,2,6,False,200
Olaf,Es Nerf O Nadaa,LAN,11,6,6,7,14,18530,299675,26849,59355,3598,43368,0,2,33,7,6,14113,12650,0.0,False,False,False,2,1,660,0,131,16,0,652,199,0,0,0,1,7,83,1,2,2,752.9925039192207,4,0,6,1,1,0,2139.404545932,395.807389732061,0,2,2,64.00000005960464,0,3.5,2,0.4883720930232558,2,,0,0,8,0.0,1,0,0,4,21,1,0,1,0.18871188813960266,1,3,4,True,100
FiddleSticks,TARS,CORN,11,4,7,8,15,17964,275829,33736,49982,419,25587,0,0,73,3,6,14226,13700,0.0,False,False,False,4,2,667,1,122,16,0,853,245,0,0,1,0,8,83,0,1,3,946.1337344303919,2,65,9,1,2,1,2139.404545932,398.979179845531,15,2,0,62.00000008940697,0,3.2857142857142856,0,0.7666666666666667,4,,0,0,0,1.0,0,2,0,2,23,0,0,0,0.22863432599023592,0,1,4,False,200
Olaf,Es Nerf O Nadaa,LAN,11,6,1,8,5,13723,243519,12961,28445,2480,66065,1,1,16,5,0,11314,9800,0.0,False,False,False,4,1,843,0,99,16,0,472,25,0,0,0,0,8,62,0,2,2,503.5864579047898,3,0,9,0,0,0,1544.2694524180001,439.5931755543462,0,2,1,62.00000002980232,0,13.0,4,0.48148148148148145,3,,1,0,5,0.0,1,2,0,0,13,0,0,0,0.14939857015894278,1,4,6,True,100
Diana,bigpeenlino2,LAN,11,4,8,3,2,10872,193753,12940,27334,165,9911,0,0,20,10,3,8496,8325,0.0,False,True,False,0,1,358,0,119,0,0,135,185,0,0,0,0,3,82,0,0,1,502.7651881990632,1,8,0,0,0,0,1544.2694524180001,330.1065599428275,3,2,1,63.00000008940697,0,0.625,1,0.4166666666666667,0,,1,3,4,0.0,0,0,0,0,5,0,1,0,0.1811826203473727,0,0,1,False,200
Evelynn,Mueble o Algo,algo,11,4,8,6,11,17530,266280,23068,43882,4245,62720,3,1,19,8,0,12027,10800,0.0,False,False,False,2,1,360,0,79,37,0,213,288,0,0,0,1,6,50,1,2,0,671.1454923479339,4,12,31,2,1,0,2062.353212949,349.9151589614711,7,2,2,46.000000059604645,1,2.125,1,0.26153846153846155,0,,0,0,8,0.0,1,0,0,0,17,0,0,1,0.10791770059677895,1,3,6,True,100
Talon,169Ping,LAN,11,4,12,8,4,17143,252273,24397,57288,0,8233,0,0,24,11,1,12698,11100,0.0,False,False,False,2,2,392,0,107,12,0,316,403,0,0,1,0,8,79,0,0,0,709.7943793327315,0,0,8,0,0,0,2062.353212949,369.4246156211607,0,2,0,44.00000008940697,0,1.0,0,0.35294117647058826,1,,0,0,14,0.0,0,3,1,0,12,0,0,0,0.17104301926045726,0,0,2,False,200
Talon,169Ping,LAN,11,4,1,7,8,8077,135187,8545,17088,0,17799,0,0,8,3,1,7543,7375,1.0,False,False,False,7,2,897,0,58,29,0,286,0,0,0,1,0,7,34,0,2,1,555.2794100612412,1,0,27,0,0,0,923.4149709530001,490.120015803042,0,2,2,69.60000011324883,0,15.0,1,0.5172413793103449,1,,1,0,9,1.0,0,1,0,0,15,0,0,0,0.20163651804418484,0,0,3,True,100
Udyr,ヴルピ,Vulpi,4,11,4,1,2,5758,87407,2932,15051,0,0,0,0,8,1,2,5549,5308,0.0,False,False,False,0,1,271,0,69,4,0,672,51,0,0,0,0,1,42,0,0,1,190.5172908049395,0,7,6,0,0,0,923.4149709530001,360.60518091080246,2,1,0,51.6000000834465,0,0.75,0,0.375,0,,1,0,0,0.0,0,0,0,0,3,0,0,0,0.11386176393294485,0,0,0,False,200
Naafiri,Yoff,LAN,4,11,7,11,6,14859,238593,21876,40177,0,9458,0,0,21,3,2,13601,12125,0.0,False,False,False,4,2,608,1,112,17,0,260,258,0,0,1,0,11,90,0,2,3,684.3423932086192,1,0,12,2,0,1,1918.0573097820002,425.49296032518305,0,2,1,61.750000059604645,0,2.4285714285714284,2,0.3953488372093023,3,,2,0,1,0.0,1,1,0,2,17,0,0,0,0.17318413200988245,1,0,2,False,100
Nocturne,RealAxtec,0008,11,4,10,5,14,17197,276747,25283,54896,1827,36853,0,0,29,3,4,13383,10875,0.0,False,False,False,3,1,384,0,113,12,0,701,297,0,0,0,1,5,70,1,1,1,790.9138471518971,0,18,5,2,1,0,1918.0573097820002,418.6657399219052,11,2,1,64.00000005960464,0,1.9,4,0.4418604651162791,2,,0,0,0,0.0,0,0,0,0,19,0,0,1,0.17926203035577906,0,3,6,True,200
Jax,Es Nerf O Nadaa,LAN,11,4,8,6,9,17853,269092,26083,45736,3473,17842,2,1,43,9,10,13650,12883,0.0,False,False,False,3,1,464,0,124,8,0,331,237,0,0,0,0,6,87,0,0,4,728.5905722545995,2,19,7,0,0,0,2148.00759924,381.29584247154656,10,2,1,52.00000008940697,0,1.875,3,0.45454545454545453,1,,1,0,0,0.0,0,1,0,2,15,0,0,0,0.16547740962391475,0,3,1,True,100
Ambessa,Friple,LAN1,4,11,8,3,12,17694,361318,20001,49283,3047,43315,1,0,30,9,4,13924,13700,0.0,False,False,False,2,1,713,0,153,26,0,535,306,0,0,0,1,3,107,1,2,6,558.6852834224612,1,16,19,2,0,0,2148.00759924,388.94071765998166,2,2,1,74.00000008940697,0,1.875,1,0.5172413793103449,1,,0,0,0,0.0,1,3,0,2,15,0,0,1,0.15457056016049897,1,1,8,False,200
Viego,Dandelions,00001,4,11,2,9,5,16441,294163,23937,40741,2729,37983,1,0,31,3,5,13686,10183,0.0,False,False,False,6,3,946,0,121,13,0,285,28,0,1,1,1,9,79,1,0,2,798.0988819641802,2,18,12,1,2,0,1799.563489978,456.3228027474536,6,2,2,78.00000005960464,0,7.0,2,0.6086956521739131,1,,0,0,3,0.0,0,3,0,8,14,0,0,1,0.2663143977146267,0,4,8,True,100
Diana,kirishima kei,LAN1,4,11,8,3,4,15335,326689,18349,36247,1263,22116,1,0,21,7,1,11367,11250,0.0,False,True,False,0,1,348,0,153,25,0,215,245,0,0,0,0,3,110,0,1,3,611.8066998644542,2,10,21,0,1,0,1799.563489978,379.01427635353303,0,2,0,72.00000011920929,0,0.875,0,0.5,1,,1,1,5,0.0,1,1,0,2,7,0,0,0,0.18044384389574103,1,1,1,False,200
Vi,Ness,Pilk,4,11,8,6,13,15469,208789,15528,32962,1059,34858,1,0,24,9,3,11531,9000,0.0,False,False,False,2,1,330,0,91,22,0,343,223,0,0,0,1,6,44,1,2,0,554.3388147399394,2,60,17,1,0,0,1680.778007072,411.63474187707664,14,2,0,54.000000059604645,0,2.375,0,0.3958333333333333,1,,0,13,0,0.0,0,0,0,2,19,0,0,1,0.12069163983139715,0,2,4,True,100
Lillia,HW Täuki,0620,4,11,7,7,15,12504,211834,26030,41109,0,23713,1,0,23,9,0,12061,11075,1.0,False,False,False,5,2,669,0,78,26,0,322,196,0,0,2,0,7,56,0,1,5,929.2386851451673,2,13,28,0,0,0,1680.778007072,430.55671293969397,6,2,2,52.00000008940697,0,3.142857142857143,3,0.6875,2,,0,0,1,0.0,1,1,0,3,22,0,1,0,0.2543768872931571,1,1,4,False,200
Udyr,Legends Hunter,LAN,11,6,5,8,11,10997,201297,22378,28145,6409,38438,2,0,22,3,4,11163,8900,0.0,False,False,False,3,2,425,0,96,0,0,1705,136,0,0,1,0,8,72,0,0,3,966.3074849436874,0,19,0,4,0,0,1389.516945611,482.0265381320929,7,2,1,62.00000008940697,0,3.8,1,0.7916666666666666,0,,1,0,0,0.0,1,1,0,4,19,0,0,0,0.28070243176169296,1,4,7,True,100
MonkeyKing,Es Nerf O Nadaa,LAN,11,4,7,1,7,9133,133282,11152,27129,0,10221,0,0,10,4,0,7020,6658,0.0,False,False,False,0,1,478,0,93,4,0,96,192,0,0,0,0,1,53,0,0,1,481.57908890650856,3,21,3,1,0,0,1389.516945611,303.1477780389009,5,2,1,56.00000002980232,0,1.1428571428571428,0,0.34782608695652173,0,,0,0,0,0.0,0,0,0,0,8,0,1,0,0.15235874717193237,0,0,0,False,200
Viego,I Jano I,LAN,11,4,8,3,5,13066,215294,13478,39422,2316,26517,0,0,35,7,8,10136,9883,0.0,False,False,False,0,1,443,0,119,0,0,252,264,0,0,0,0,3,83,0,0,5,428.237389961236,1,17,0,1,1,0,1888.486266369,322.05611738807386,5,2,1,56.00000008940697,0,1.0,0,0.2857142857142857,1,,0,0,1,0.0,1,1,0,2,8,0,1,0,0.12094425068257515,1,0,4,False,100
XinZhao,Es Nerf O Nadaa,LAN,11,4,3,12,14,16978,260569,25346,59018,0,60249,0,0,25,5,3,14223,13550,1.0,False,False,False,7,2,1082,0,104,18,0,590,123,0,0,2,1,12,73,1,1,2,805.3072488642296,4,18,11,1,0,0,1888.486266369,451.89106922435633,11,2,1,64.00000008940697,1,8.666666666666666,3,0.6842105263157895,0,,0,1,0,0.0,0,1,0,19,26,0,0,1,0.22075154053363025,0,0,4,True,200
Kayn,DrG Imar,LAN,4,11,3,3,19,17401,270231,25905,44180,2380,45688,1,0,26,3,3,12168,9850,0.0,False,False,False,0,1,496,0,120,13,0,422,69,0,0,0,1,3,79,1,1,2,883.8018385405356,3,28,6,2,0,0,1758.691924444,415.1322781487517,10,2,2,66.00000005960464,0,7.333333333333333,4,0.6470588235294118,1,,0,0,0,0.0,1,0,0,8,22,0,0,1,0.22945524339041373,1,6,8,True,100
XinZhao,Es Nerf O Nadaa,LAN,11,4,9,4,8,12132,223162,23247,57252,0,6274,0,0,22,8,4,10168,9625,0.0,False,False,False,2,1,377,0,131,4,0,564,253,0,0,0,0,4,96,0,0,0,793.1258032889859,1,24,1,0,0,0,1758.691924444,346.9081436614494,5,2,0,64.00000008940697,0,1.3333333333333333,1,0.6666666666666666,0,,0,0,0,0.0,0,0,0,0,12,0,0,0,0.23557995828102166,0,0,0,False,200
Naafiri,Rodri3101,JGDIF,11,4,3,14,8,16706,259008,31505,26397,1452,35746,1,0,11,3,0,16427,14450,0.0,False,False,False,8,2,861,1,114,4,0,218,63,0,0,2,1,14,82,1,0,3,1137.7012211813794,3,1,6,2,2,1,1661.516006021,593.2304892358299,0,2,1,63.20000007748604,0,7.333333333333333,3,0.7096774193548387,4,,2,0,1,0.0,1,1,0,1,22,0,0,1,0.3020737666653756,1,3,3,True,100
MonkeyKing,Es Nerf O Nadaa,LAN,11,4,4,8,6,12875,181903,16792,39248,29,25802,0,0,28,1,9,11800,11708,0.0,False,False,False,4,1,757,0,86,4,0,177,101,0,0,0,0,8,49,0,0,1,606.388653178142,1,16,1,1,0,0,1661.516006021,426.1505483338093,6,2,1,54.000000059604645,0,3.5,2,0.4827586206896552,1,,0,0,0,0.0,0,1,0,0,14,0,0,0,0.18593063537675347,0,0,5,False,200
Kindred,Yamai,UwU,11,4,5,9,12,14637,271920,28925,24998,1405,65466,3,0,26,4,7,12501,11225,0.0,True,False,False,2,2,508,0,112,10,6553,246,118,0,0,1,1,9,72,1,1,3,1035.3496671548141,2,0,4,1,0,0,1676.300521996,447.4595281589907,0,2,1,58.6000000834465,2,4.2,2,0.6774193548387096,1,,2,0,7,0.0,1,1,0,0,21,1,0,1,0.3073895723532846,1,3,8,True,100
Volibear,HipsterCholo,LAN,11,4,6,8,4,13030,218217,14243,35870,1929,8451,1,0,24,2,5,12701,12100,0.0,False,False,False,2,2,511,0,121,4,0,531,116,0,0,1,0,8,76,0,1,2,509.83624852279877,1,22,1,0,0,0,1676.300521996,454.6235320353366,7,2,1,64.00000005960464,0,2.0,2,0.5217391304347826,2,,1,0,0,0.0,0,2,0,2,12,0,0,0,0.18771553192367105,0,1,0,False,200
Lillia,Ever,1234,4,11,2,7,1,7192,150570,7444,21569,0,17606,0,0,13,6,2,7488,5400,0.0,False,True,False,4,2,402,0,74,12,0,305,34,0,0,2,0,7,58,0,1,0,470.6396701175249,1,3,8,0,0,0,949.123302788,473.41692468867177,1,2,1,62.00000008940697,0,4.0,0,0.6153846153846154,5,,0,0,1,1.0,0,0,0,0,8,0,0,0,0.22917953377229872,0,0,2,True,100
MonkeyKing,Es Nerf O Nadaa,LAN,11,4,3,1,1,5643,83975,2676,16139,0,4240,0,0,15,6,2,5026,4308,0.0,False,False,False,0,1,649,0,57,12,0,77,70,0,0,0,0,1,35,0,2,1,169.19790849371333,0,4,3,1,0,0,949.123302788,317.74232045418586,0,2,1,58.00000002980232,0,0.6666666666666666,0,0.6666666666666666,0,,0,0,0,0.0,0,0,0,0,2,0,0,0,0.09823914819107715,0,0,2,False,200
Volibear,Bluefirelol,LAN,11,4,2,11,13,14558,239951,24472,34818,2341,62232,0,1,16,4,2,13353,10825,0.0,False,False,False,10,2,1045,0,95,29,0,486,30,0,0,2,0,11,58,0,3,1,919.7558083029103,4,25,9,2,1,0,1596.437365013,501.8762413948358,16,2,1,61.750000059604645,1,12.0,2,0.631578947368421,4,,0,0,0,0.0,1,0,0,2,24,0,1,0,0.18445355850926518,1,3,2,True,100
Kayn,yhvm,666,4,11,10,1,6,9685,160762,9870,37923,0,11130,0,0,16,1,3,8068,7150,0.0,True,False,False,0,1,344,1,86,4,0,220,312,0,0,0,0,1,63,0,0,1,370.9539130557606,0,10,1,2,0,1,1596.437365013,303.24095759845727,1,2,1,62.00000008940697,0,0.7,0,0.3888888888888889,0,,0,0,0,0.0,0,0,0,2,7,0,0,0,0.1250898433167705,0,0,5,False,200
Maokai,ViperSon,tqcti,4,11,6,2,7,11752,215928,18450,35889,0,9199,0,0,33,8,4,9217,9000,0.0,False,False,False,0,1,889,0,95,8,0,523,187,0,0,0,0,2,75,0,1,4,606.2945692760928,1,78,7,1,0,0,1825.9323234320002,302.8888015331727,5,2,1,54.000000059604645,0,1.5,2,0.6923076923076923,0,,0,3,2,0.0,0,0,0,1,9,0,0,0,0.2517904436649843,0,0,3,False,100
MonkeyKing,Es Nerf O Nadaa,LAN,11,4,3,6,9,16276,240741,18946,39589,4168,35888,2,0,24,3,6,13019,11958,0.0,False,False,False,3,1,691,0,108,20,0,178,60,0,0,0,1,6,71,1,2,1,622.5905892904448,1,22,5,0,0,0,1825.9323234320002,427.82397089022885,10,2,1,48.000000059604645,0,5.0,2,0.46875,3,,0,0,0,0.0,1,1,0,4,15,0,0,1,0.19500516129968623,1,6,5,True,200
MasterYi,Rukza,LATAM,4,11,5,0,2,5182,92501,3202,17862,0,264,0,0,4,0,1,4544,4500,0.0,False,False,False,0,0,409,0,76,0,0,221,115,0,0,0,0,0,59,0,0,0,209.24212785440704,0,0,0,0,0,0,918.2088968820001,296.9423285011626,0,2,1,64.00000008940697,0,0.4,0,0.5,0,,0,0,0,0.0,0,0,0,0,2,0,0,0,0.1192093351064671,0,0,0,False,100
MonkeyKing,Es Nerf O Nadaa,LAN,11,4,2,4,5,6154,102650,6274,14308,0,12550,0,0,12,2,3,6380,5058,0.0,False,False,False,3,3,413,0,59,0,0,130,39,0,1,1,0,4,45,0,0,1,410.00075164704606,1,3,0,0,0,0,918.2088968820001,416.9536667596138,2,2,1,59.50000008940697,0,4.5,1,0.391304347826087,2,,0,0,0,0.0,0,1,0,0,9,0,0,0,0.16667685423551476,0,0,3,True,200
MonkeyKing,CR17PLAY,LAN,4,11,6,9,10,21612,369735,31113,43551,2375,50355,1,0,46,11,7,16481,15558,1.0,False,True,False,7,2,803,0,143,26,0,302,180,0,0,3,2,9,103,2,2,10,866.3758766782969,2,35,15,2,0,0,2154.71083907,458.95597866014776,9,2,1,66.00000008940697,2,3.1666666666666665,0,0.6129032258064516,2,,0,0,0,1.0,1,4,0,4,19,0,0,2,0.2613463964174009,1,1,7,False,100
Vi,ALFREDO ADAME,2001,11,4,5,7,10,18960,297202,14052,36231,4144,39215,1,0,40,10,7,14971,13600,0.0,False,False,False,2,2,461,0,123,12,0,327,140,0,0,1,0,7,83,0,0,7,391.3073096742836,4,91,10,0,1,0,2154.71083907,416.8977775894815,11,2,1,60.000000059604645,0,3.4,3,0.4857142857142857,1,,0,9,0,0.0,0,0,0,6,17,0,0,0,0.09919045228161519,0,4,2,True,200
XinZhao,Es Nerf O Nadaa,LAN,11,4,9,4,3,10540,151995,12309,41461,0,19982,0,0,29,8,4,8174,7950,0.0,False,False,False,0,1,374,0,87,0,0,466,233,0,0,0,0,4,54,0,0,5,482.7326946568378,0,15,0,0,0,0,1529.950826474,320.5798881615788,1,2,1,60.00000008940697,0,0.7777777777777778,1,0.25925925925925924,1,,1,0,0,0.0,1,3,0,0,7,0,0,0,0.1337981335491391,1,0,4,False,100
JarvanIV,dam1an,000,11,4,1,13,9,17304,248947,23835,25884,4390,33485,2,0,16,2,4,14307,13325,1.0,False,False,False,12,3,1228,0,104,16,0,592,44,0,1,1,0,13,67,0,0,0,934.7534647459493,3,10,11,1,0,0,1529.950826474,561.0893796728429,6,2,1,70.00000008940697,0,22.0,3,0.6111111111111112,6,,0,0,0,0.0,0,3,0,1,22,0,0,0,0.23423343277326705,0,4,3,True,200
JarvanIV,Don octavio,LAN,4,11,3,4,5,8993,143022,10043,24265,0,6749,0,0,23,5,7,8605,8025,0.0,False,False,False,3,1,952,0,82,6,0,410,98,0,0,0,0,4,56,0,0,3,426.755169589588,0,15,8,0,0,0,1412.028973526,365.64936674827595,4,2,1,56.000000059604645,0,3.0,1,0.6428571428571429,0,,0,0,0,0.0,0,1,0,0,9,0,0,0,0.19423616183732254,0,0,3,False,100
