championName,riotIdGameName,riotIdTagline,summoner1Id,summoner2Id,deaths,kills,assists,champExperience,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,damageDealtToBuildings,damageDealtToObjectives,turretKills,inhibitorKills,visionScore,wardsPlaced,wardsKilled,goldEarned,goldSpent,earlyLaningPhaseGoldExpAdvantage,firstBloodAssist,firstBloodKill,gameEndedInEarlySurrender,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,objectivesStolen,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,totalHealsOnTeammates,totalTimeCCDealt,totalTimeSpentDead,quadraKills,tripleKills,doubleKills,baronKills,bountyLevel,alliedJungleMonsterKills,baronTakedowns,buffsStolen,controlWardsPlaced,damagePerMinute,dragonTakedowns,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,gameLength,goldPerMinute,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kda,killAfterHiddenWithAlly,killParticipation,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsUnderOwnTurret,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laningPhaseGoldExpAdvantage,riftHeraldTakedowns,soloKills,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedowns,takedownsBeforeJungleMinionSpawn,takedownsInAlcove,teamBaronKills,teamDamagePercentage,teamRiftHeraldKills,turretTakedowns,voidMonsterKill,win,teamId
Rammus,SweetMarcellus,Sweet,11,6,4,2,12,13464,211000,14986,35424,41,16991,0,0,39,8,7,10400,10500,0.0,True,False,False,0,1,940,0,112,0,333,486,109,0,0,0,0,2,73,0,0,4,481.996088023127,1,64,0,1,0,0,1865.5635559730001,334.514911661381,9,2,1,56.00000002980232,1,3.5,0,0.6086956521739131,0,,1,7,0,0.0,1,1,0,4,14,0,0,0,0.17312556693440825,1,0,7.0,False,100
Gwen,ExpelledSoul,MAX,6,11,5,2,9,17534,333618,24846,44281,6578,42900,2,0,21,1,7,12230,11400,0.0,False,False,False,2,1,649,0,165,17,0,338,180,0,0,0,1,2,119,1,1,0,799.0956019908847,2,1,17,0,0,0,1865.5635559730001,393.3668185314137,0,2,1,80.00000011920929,0,2.2,2,0.5238095238095238,0,,0,0,0,0.0,0,0,0,5,11,0,0,1,0.20318372789603653,0,4,1.0,True,200
Poppy,ExpelledSoul,MAX,4,11,0,8,8,9789,158111,12785,19033,4005,26422,1,0,16,3,1,9289,8000,0.0,False,False,False,8,2,0,0,80,8,0,575,0,0,0,1,0,8,60,0,1,2,590.36681523027,2,33,2,2,0,0,1299.417429803,428.94892599832446,10,2,1,60.00000008940697,1,16.0,5,0.64,3,,0,10,0,0.0,1,0,0,0,16,0,0,0,0.22555708181598905,1,4,5.0,True,100
Graves,drako eternal,LAN,11,4,2,1,0,10455,184432,5074,16683,0,2879,0,0,36,11,4,8286,8150,0.0,False,False,False,0,1,682,0,103,16,0,471,66,0,0,0,0,1,79,0,1,5,234.33109273912328,0,0,6,1,0,0,1299.417429803,382.6267553417207,0,2,1,72.00000008940697,0,0.5,0,0.3333333333333333,1,,0,0,2,0.0,0,0,0,0,1,0,0,0,0.1493184175899053,0,0,2.0,False,200
Rammus,SweetMarcellus,Sweet,11,6,4,5,16,17732,288834,26156,42961,2288,32536,1,0,16,5,0,13583,13450,0.0,False,True,False,4,1,844,0,121,8,523,876,184,0,0,0,0,5,88,1,1,0,738.1046605179182,2,119,7,0,0,0,2126.204757363,383.31079061891035,16,2,1,62.00000008940697,0,5.25,2,0.7241379310344828,0,,0,9,0,0.0,1,1,0,12,21,0,0,1,0.2013797911283417,1,1,8.0,True,100
Vi,TFT Rây,LAN,4,11,7,8,10,15006,210729,24046,44813,0,26475,0,0,31,4,7,12320,11733,0.0,False,False,False,3,1,508,0,112,4,0,261,221,0,0,0,0,8,74,0,0,4,678.5665219641779,2,87,1,0,0,0,2126.204757363,347.6837373476165,14,2,1,60.00000008940697,0,2.5714285714285716,2,0.75,1,,0,11,0,0.0,0,0,0,10,18,0,1,0,0.17670816754958082,0,0,0.0,False,200
Rammus,SweetMarcellus,Sweet,11,6,2,14,19,21296,317119,31680,34824,1237,39702,1,0,31,7,5,16616,14850,0.0,False,False,False,7,3,1251,0,126,17,372,786,101,0,1,2,0,14,94,1,1,0,928.3820549872361,2,101,12,1,0,0,2047.4730800900002,486.94252854654144,26,2,1,62.50000008940697,0,16.5,1,0.7021276595744681,0,,2,17,0,0.0,1,2,0,4,33,0,0,1,0.2056686883860856,1,2,6.0,True,100
Pantheon,Churi,Churi,4,11,11,3,5,16145,294638,13870,53271,0,16256,0,0,27,9,5,11830,11950,0.0,False,False,False,2,1,584,0,156,4,0,259,368,0,0,0,0,3,111,0,0,6,406.48033283344404,1,17,1,0,0,0,2047.4730800900002,346.6732850616035,3,2,1,58.00000008940697,0,0.7272727272727273,1,0.27586206896551724,1,,0,0,0,0.0,0,0,0,0,8,0,0,0,0.10707613367995661,0,0,3.0,False,200
Rammus,SweetMarcellus,Sweet,11,6,1,1,17,14613,217413,14290,25545,1041,37636,1,0,28,12,2,10858,8500,0.0,False,False,False,0,1,1355,0,98,8,431,633,42,0,0,0,1,1,70,1,1,2,507.8927106750899,2,69,7,3,0,0,1688.267755564,385.9103265997322,17,2,1,58.75000008940697,0,18.0,1,0.46153846153846156,1,,0,9,0,0.0,1,0,0,0,18,0,0,1,0.1539295837473869,1,3,9.0,True,100
Diana,Duvan1v9,Nox,4,11,10,4,3,12160,231750,18194,34454,0,6353,0,0,20,1,3,10824,10450,0.0,False,False,False,0,1,298,0,108,9,0,240,257,0,0,0,0,4,78,0,0,0,646.6335119027365,1,9,10,0,0,0,1688.267755564,384.7088593379101,3,2,1,61.75000008940697,0,0.7,2,0.4666666666666667,1,,0,3,4,0.0,0,0,0,4,7,0,0,0,0.197638724716079,0,0,0.0,False,200
