Game,Region
LA2_1498973355,americas
LA2_1498833205,americas
LA2_1498818057,americas
LA2_1498802575,americas
LA2_1498170038,americas
LA2_1497884893,americas
LA2_1497850795,americas
LA2_1497704272,americas
LA2_1497417665,americas
LA2_1497268988,americas
LA2_1497037495,americas
LA2_1496877192,americas
LA2_1496650960,americas
LA2_1493891590,americas
LA2_1493884927,americas
LA2_1493877977,americas
LA2_1493830040,americas
LA2_1493662356,americas
LA2_1493652919,americas
LA2_1492611862,americas
LA2_1492610746,americas
LA2_1492566130,americas
LA2_1492554634,americas
LA2_1492550291,americas
LA2_1492476165,americas
LA2_1492465310,americas
LA2_1492457464,americas
LA2_1492450137,americas
LA2_1492283004,americas
LA2_1492278907,americas
LA2_1492266874,americas
LA2_1492259889,americas
LA2_1492118601,americas
LA2_1491674031,americas
LA2_1491626241,americas
LA2_1491618475,americas
LA2_1491568929,americas
LA2_1491254022,americas
LA2_1491168187,americas
LA2_1490801187,americas
LA2_1490746452,americas
LA2_1490381753,americas
LA2_1490301755,americas
LA2_1490295637,americas
LA2_1490158135,americas
LA2_1489973338,americas
LA2_1489757125,americas
LA2_1489749008,americas
LA2_1489737513,americas
LA2_1489720148,americas
RU_524178650,europe
RU_524165291,europe
RU_524101113,europe
RU_524096438,europe
RU_524092194,europe
RU_523990489,europe
RU_523985669,europe
RU_523960637,europe
RU_523960398,europe
RU_523962123,europe
RU_523957972,europe
RU_523950700,europe
RU_523949059,europe
RU_523945054,europe
RU_523941235,europe
RU_523937094,europe
RU_523932060,europe
RU_523929155,europe
RU_523924082,europe
RU_523824144,europe
RU_523822117,europe
RU_523819001,europe
RU_523812501,europe
RU_523085256,europe
RU_523082058,europe
RU_523019511,europe
RU_523013872,europe
RU_523011250,europe
RU_523005271,europe
RU_522997866,europe
RU_522933393,europe
RU_522928461,europe
RU_522924430,europe
RU_522919421,europe
RU_522911999,europe
RU_522908622,europe
RU_522843230,europe
RU_522838668,europe
RU_522829817,europe
RU_522825394,europe
RU_522822230,europe
RU_522814895,europe
RU_522808721,europe
RU_522635662,europe
RU_522637248,europe
RU_522632494,europe
RU_522629539,europe
RU_522615159,europe
RU_522609771,europe
RU_522373119,europe
NA1_5274096451,americas
NA1_5274059999,americas
NA1_5270623702,americas
NA1_5270573093,americas
NA1_5269959491,americas
NA1_5269929540,americas
NA1_5269316523,americas
NA1_5269272484,americas
NA1_5269157409,americas
NA1_5269134179,americas
NA1_5269109642,americas
NA1_5269087597,americas
NA1_5269075009,americas
NA1_5268373768,americas
NA1_5268130497,americas
NA1_5268111637,americas
NA1_5267977453,americas
NA1_5267948959,americas
NA1_5267902228,americas
NA1_5267868683,americas
NA1_5264516826,americas
NA1_5264431327,americas
NA1_5264384085,americas
NA1_5264341027,americas
NA1_5264299725,americas
NA1_5263612199,americas
NA1_5262968881,americas
NA1_5262938482,americas
NA1_5262915290,americas
NA1_5260622188,americas
NA1_5260587559,americas
NA1_5259056139,americas
NA1_5257124196,americas
NA1_5256080658,americas
NA1_5255412776,americas
NA1_5255387870,americas
NA1_5255371195,americas
NA1_5253832707,americas
NA1_5253817794,americas
NA1_5251968126,americas
NA1_5251930230,americas
NA1_5251910428,americas
NA1_5251896441,americas
NA1_5246333624,americas
NA1_5246298107,americas
NA1_5246278969,americas
NA1_5246259277,americas
NA1_5246220417,americas
NA1_5242751062,americas
NA1_5234104830,americas
LA1_1613454029,americas
LA1_1613276310,americas
LA1_1612966450,americas
LA1_1612267732,americas
LA1_1612250468,americas
LA1_1612044795,americas
LA1_1612037816,americas
LA1_1612029405,americas
LA1_1611730517,americas
LA1_1611577972,americas
LA1_1611332792,americas
LA1_1611317937,americas
LA1_1611301722,americas
LA1_1611108679,americas
LA1_1609196479,americas
LA1_1609189464,americas
LA1_1609175749,americas
LA1_1609165504,americas
LA1_1609153388,americas
LA1_1609115720,americas
LA1_1609107567,americas
LA1_1609094755,americas
LA1_1609084916,americas
LA1_1609076880,americas
LA1_1609069359,americas
LA1_1609057881,americas
LA1_1609046120,americas
LA1_1609029043,americas
LA1_1608976104,americas
LA1_1608968779,americas
LA1_1608958067,americas
LA1_1608946418,americas
LA1_1608313397,americas
LA1_1608306088,americas
LA1_1608294660,americas
LA1_1608256541,americas
LA1_1608241932,americas
LA1_1608225903,americas
LA1_1608217430,americas
LA1_1608191355,americas
LA1_1608186038,americas
LA1_1607330430,americas
LA1_1607316505,americas
LA1_1607307247,americas
LA1_1607297756,americas
LA1_1607017025,americas
LA1_1607013023,americas
LA1_1606812777,americas
LA1_1603598249,americas
LA1_1603577359,americas
RU_524247503,europe
RU_523994813,europe
RU_523990489,europe
RU_523962123,europe
RU_523957972,europe
RU_523932060,europe
RU_523929155,europe
RU_523924082,europe
RU_523856921,europe
RU_523855212,europe
RU_523852108,europe
RU_523844982,europe
RU_523841969,europe
RU_523837826,europe
RU_523819001,europe
RU_523527458,europe
RU_523523282,europe
RU_523518538,europe
RU_523515686,europe
RU_523505914,europe
RU_523487643,europe
RU_523459351,europe
RU_523457185,europe
RU_523451479,europe
RU_523447868,europe
RU_523431864,europe
RU_523431273,europe
RU_523407735,europe
RU_523408054,europe
RU_523402201,europe
RU_523395893,europe
RU_523342320,europe
RU_523175797,europe
RU_523174150,europe
RU_523162757,europe
RU_523157877,europe
RU_521743411,europe
RU_521739868,europe
RU_521740062,europe
RU_521737447,europe
RU_521680379,europe
RU_521670400,europe
RU_521668029,europe
RU_521664371,europe
RU_521589776,europe
RU_520703334,europe
RU_520700922,europe
RU_520700612,europe
RU_520700091,europe
RU_520696242,europe
RU_524178650,europe
RU_524101113,europe
RU_524096438,europe
