Name,Tag,Server,Region,puuid,Key_ID
hehexd420kappa,dopa,eune,europe,VSOgTb7BGg4_8CbYwClpqbheedhQNOMq1Mbvd4gDNsmr6Rm6aTdeLQc0s2iRhr0XYDfWJsq1GUz5vw,8
mauvais augure,3538,euw,europe,PGk3dBLkGiSsJGuPfnZTCwBAjYMwjPnAqAl3XuIFQBmIDIJSRjMk4zHRlwKoeqNHUeKFUwrp1B-OBA,8
in fine vincam,nunu,eune,europe,ADFk555lWpDQ99I04awnFIksfDZgWmcwyswjtfbBZcVwelpX5KPKaby1CzqroXyMO5NYWqihF-I16Q,8
sourrabbit,NUNU,na,americas,gH3JGyReJQTJBZ81ehSQcqIUnQ1t3VXEQSiwYAQB0R-TvcQqPnST1yWyFvZHY2UBaBiX5JfkFOmZTA,8
NickTheFreak,EUNE,eune,europe,TkTBio7fkgvMmPQKd81USmvz_ssQ9gPYmg-dNEo4ibyd8D2hBKstNxpEs6G91nuSKXVnIUXDPKxhGA,8
Pentaless,penta,na,americas,nYggQnDgN5UFWkfLCpvwCfMZ6jpr_RCANu_sWH20d7q7Pxrr3d54bG1fXBVVeG2-uDnkSgukmpHwQg,8
Ciajdray,7670,na,americas,xgsO7HedguiNX_wRKB2SGXeJIDKTTsbhV1l891IGjY5x7t7DuRx8iYOBk1mrpE0JHD1CA8nIzeoZ7Q,8
Irag,1234,las,americas,v50lKNEZt6dxoeFNJiHa7D6h0v1eATMtNst-vcWyPP_9BlPmG9uzt1Ar8Bqs1dcDO0pDx-6M6CT_eQ,8
Douyinkoe,qwe1t,kr,asia,tC4im5caUs2xO-IOnTrRKv8crhabpb5U_LcN9-gW_2vTYJ3MrrvIKS8fnv25fgERTvc0mVD-NHl_ng,8
TheThirdPhalanx,EUNE,eune,europe,E_p2qCiBtlWCb2_Fs1HqBCKefyS35vIfAJHGowKyRC-KI2S4z-1ybv3wTI-wVujj4uwLqhoguQKjqg,8
HHHHHHHH,EYUH,euw,europe,2DBJ5vfhwv9hForAQoXgsi-18Q9ybz5u6NQkp5USDX8K8v3thc0vMO4kFAqD5m2dL8FFjMKXXosXVw,8
Walter White,0052,na,americas,rr9E4dlnmhXs677i1qcoksvhTho0ziQHTk1QK_rl6xPtjmxRX7Ql5w_bXSzpdoX8HNOTFsoBgXjGWw,8
Odir,LAS,las,americas,ddwtILWsX3j3F2QeYSiWn1YJnlNFZkP3x99brApz3WYgXpwvq5OkCXl_xecx1xPGVlJYKLzNfyV2Uw,8
slodkamartynka69,5150,eune,europe,nsawc3RDPDuBwI0Q1mRRylNq2_owSY3u8UV92fxI89afr1b3Gl1rKMeyeSxMKigCiGJkdV-OG7ticA,8
Adamec,15915,eune,europe,Haz_wnJjwpMz66M5YXxpYn4R-vdxbhDOyGnAW0pC-TONSKLM25Bl3wytQUFlp3-xwmMXAkzNKXfrGA,8
TCR Svell,TCR,lan,americas,wj9G573An3A7UTNTNDDLowA73GaEmwYDlUff9iXgTD50laS4EH2WYl6f0dJjm7LTPt0O4_hjnsasxg,8
HANNI ENJOYER 32,UWU,lan,americas,RsHpcc3L9xRDb-2e8NJ01TfCNaw17P3-Fpsyk_eiLdVB2b9EFJdBEO9VlQUar0qPcVEctutYnlTYRA,8
HeistLOL,1337,eune,europe,752AttM8p7rqf6HvAsAosbd0pnpiZtn7fT8sed9edMnYgdussSd9mgwVe-pfFO2E6GZ_0Jj8VIPbkA,8
HEY WATCH OUT,Tom,na,americas,Q3wfC7ofREmO_K-YSIHZnme2yB2qyzux4GUQ2-2nzyIt3z_JtaQDGKVSFFwUQ8o97P5PNIhl9SK5HQ,8
SevenJett,7777,na,americas,FqKY8WBB7NpP38OZhlTZmZ9fjua1KKspDKe8sMnH44G58pjZznLWZH18gZTvPCeEzTgK46VEzIFg3Q,8
Hubris,Over,eune,europe,Dz_tzXgzux2W1vIxmC8PXMFzakNttEaKYPTqe610YGD_JeKoxjDF_54lH-ET9Lnwnb2niu7G8HbDhw,8
Saucypillow,508,na,americas,i4Vzy0QrYsSGnb6vYG5nAYaPOb-A06L6vDIPQ1tcDKM3t6ujDE92iEneDLm919R0SDQEuzkVLqHx8Q,8
majulioli,MaJul,br,americas,2nzAfjFmMvysOQBSm2u1k3u6KVPcY-vl5s_IbGEiiw5MOJwBueA8DhYUy08BQFORyQb0GqGka6YMpA,8
Fox Of Nine Tail,KR1,kr,asia,97TFzb9fZQctGCyMhy4uKiiI00sqBsIP5XS0FUU8ABXDYSbb_tWGQ9jqa0-L3taMEY8Te_v2-oZYMw,8
Grell,3010,na,americas,icUwwpboEJktXD_iYW17aJa5YfnkOPrZEGUW7EYfnRSRPXH7at18wkCLZvK8jA7xXviqKbdk4NE-Iw,8
FrankOceanBl0nde,KR1,kr,asia,G14DNqnpdLwHgTvPIM2Us7IqKp3MDSpHOAZDOYwAXJJwuocNE5EomXugEgkPHBmipDjwHuybD3Etlg,8
cyanide,6 6 6,eune,europe,HSHTJ5ibw9EQ2FP9qA-Kmmvpqgp2Lg9WL_MyW1YboH5K6WHvPwqwWEgA2fsTcoBGxY8NMBaFT-wxzg,8
rzt,80140,euw,europe,n6GypZvMg1Rt3YNmSRJkdksac7vZICPyR2On3UBiHbA61Ng60U24ze9g9yKp3-Kyze_jMphLCiaqpQ,8
Snowball,aura,na,americas,JRlnlaXsscb2Ku8NqKpDbEmkDjX6GGf1IUlN4uI_wE4AL0S5gmjBWErEDTXUdQfC8juVpDBvXkuVmg,8
Pindmineroos,Karv,ru,europe,08Q9gRwdxZktJcVsflqA3uyrg8ryDf-iUj1zNBlVwIGX9L0F2HB8kfvr9oNjlBsvFp-SR6OR8X_6yQ,8
Kasaiii,yoo,eune,europe,coNJmPNy65EPXayuJHizPLHUz4CLV8xUwZYrWcpgxMVQW1MClGGlOTbt2_8oUn1Th_TICgwBQZT7cA,8
garmin9,EUNE,eune,europe,ZLZYtESixmbyKAE0ayaqDNwUt9-nUfbr-IGwMuFGSLmaTsLgvjrEpzicla1ftTVg-wNBPm7s5TLZkg,8
Tim Shady,EUW,euw,europe,c33KJhiJ50Wau7vtm3eY-L39ajwRdzs0-qUMDM4s4aemfQsJ4MJcO7VwRTMuE1Vz8AF8SkCyKhGYAA,8
kevin,uta,euw,europe,yejhXP9G-a8z7IQC6NUjIrfoquPB2ntOyrXP0OiejT72uJP6serOihjtj49D7PoEoSjrYKrScdeYuw,8
Eudaimonia,bonk,euw,europe,4JVzzLJ7Ij8VLViu2JOFwoaNOLdMQSa27WbzxeN8lquoo3gDTIT3dTj3ISkJGMPVXkUjIsIuEeSFig,8
Janio quadros,1423,br,americas,umlPCOdxcFdJURCK-okm59Q7MUE3UpScgFs6WW5Tsz8c4bVj5Wl4qxuvI8Wov-D55jdRwMERd-bHEQ,8
Onam,3000,euw,europe,AsuUegA8bfWHNz87ViqSeFiBbfVyIoUeOqiqkQODQ3fZEAQMfrt6mIppHpiFj4vfMNJX6PznZZA4xw,8
TheGH0ST,br1,br,americas,HffTu7w1ispUNBc8cRXNrWwRASM1VsgxCrfyEzJbAtqIE57ntISUh-C0fuyH9Se_3Sr3H62U2kvyBA,8
Vinite,Mayu,br,americas,BWGcmCARdtAE8BWD2zWPHcxMsIM8QfNuU6IOEIrT9Jl-YsdOj9zzuLqefikRrO0fYwMyPiC5g02YlQ,8
Stalccer,EUW,euw,europe,5BaEmuZuWhtl-Z5ZlwShHuL7LDGY19wMtyGw9SRuuVXlb9ztDwd7DDZkHXSWu7GusvadIxTgejCXsA,8
GIT BIG RAT,RATA,euw,europe,UdhztkdHzm5aYaNnQRjQYergbxy6cfHrspSQUDqrxkYPOXCeshMYVK2_2sFMBBkL1FzBDKzLb8AkGw,8
Sinnyboo420,NA1,na,americas,wBAfuELgr0sMJN3k_Pt7z55vEeX4X2GaSZdKhE8R8vjQuY86HK2mSM4ADPT2j5xSMRLd8-KD38I70g,8
dangaringo,1617,tr,europe,My30kS4-o5baA45g2bsUqbuVTDfrvd-QsgODWXwp7Odtl9CERWlN5fKSWouMGAh5Te2fq-6_oGf9Aw,8
TTV Martinmonse,1511,las,americas,ni5caCCA_1zsSbKG8MOAuKUayDKFLbDRPNuP5mtSorCn5oa52WthUSA_pNIBnSw4nDOgnM-kXaz9yA,8
Mr Bola,PAGYS,br,americas,Ps2cJsr7ffQMX86YYBJ3X2lCRNP6M1Wy6LX_MzDlpAivlnN3ZF7luaILbFceGjXXyzj-h66VYiTaYQ,8
Puddermaas,EUW,euw,europe,NWydmUAOhLTq3wYse45h7uixIzHAhcXfrFJm4xaAAOMyYMo4d1ziHMOVmIb9_nuCymm0nk2xo_csWQ,8
GeorgeBushcamp,NA2,na,americas,OsAhjzqQYeMYz8hDDMJSpsXBmBttMjuoMAeKFz6YSIHHtupvNGY7u4dxEb8AjfmC7m7zbQiMsDN-cQ,8
Darong,LAN,lan,americas,CBUS7fyq9KydS_cI3iuPmQ4NgsHzxAWJn900KDqbvnEL6xFlrAsvHgwqeESFg3_1FQP4OmYr6ek3WA,8
chall or go home,EUNE,eune,europe,yhIQRB0SrMIHA8QeBV3os01zGh-_X3reKGAfVY9Cqm1N1VxJE-mkQpVse3FoO0zvJfhqWsXVQI_snA,8
xLittle Bee fan,000,euw,europe,nNfj39Zn3Xfkk9Q2zDmZgid5TI5A-5Tg5PDUComVepbw31Dyp8_IY7REO9_k9P91M4KuCNFvfB1iMA,8
DS Nauth,BR1,br,americas,GutCY4wSBmfgHsN3RMPvldcdXFgpLveLpzQdOo9w3HDeQGBzMsmFTovds0uLoVVcpCRhTPBB90YDHw,8
xyu,KR2,kr,asia,-Opie5MNo48kk6BG9TfkEQYWJkT83XYFAVu_lNF5IB9VpnpG0rbuYtvI2pwGOyuVxp2wP8wIsRwtzg,8
BAM Goliath,2002,euw,europe,o7f5weJ0hUt-XcBKh4-AfGLfxTIXe24PXdShKKmRVI38QZ49nMwD2ZBu5M9LNX5iXo2fuKX1XiRtuA,8
JustLikeThatKR,KR159,kr,asia,RFyMxLrHQtMU4_2VcW9dpStsbVMJQIRqu1YyWA3LbhN6GVBP752_bHY0RgUW9gQ3keciLJB-Ui6IdA,8
DanGer v24,EUW,euw,europe,bu5O3jveNzhSYc7FGIa3uFc5ufMHyktPFMNu5frWX4F82CSntLdu3QGvBnK3S9H6sEJVW49Bvkp2Ww,8
Leru,0711,euw,europe,bk6ZWz9VvKoQYWYuqXp-F69ImwQGQatSdYs2OVjRMV5HS6vzI7puAbZroxW41q_KzEgWjBO5Ye_TYQ,8
mahhi1029384756,EUW,euw,europe,fPZ2LX5Q7buL8tMRH5tds1UCN91ELz1qDmBK5xU0Pb5rHRiP7h8kzQSxIYOeaGxKdalveMsimd7EkQ,8
rudxo,xorud,kr,asia,NFBP-ISymo0D7eYFezK7Sj6zVLyrDrtHvdjRAzTOoyc33NyRcZQoWD7bDnzUGnUbqoAIYYlI6zohaQ,8
EDG WiNK,CN1,kr,asia,acUe8ARVdqCuFtAzRdo7ceLHYtSPTIOWMHjO-lEsnpjMK19NfbjSrdV7g8mzdT3yB8C3lyeTKumXHQ,8
immersive,EUW,euw,europe,VYyMfX41HxaCo7E3hkertJfOXQE6_73AXWs07ceAXUYG6Ze6m_cWwRPwMz0j2X2yuh6fFRh75SUlEA,8
Ding zhen 1,NA1,na,americas,Fvi3hulv_0pz5OVb85QSDSuuB1rtkIRsZMQsGnuqSWWwYxXwGPN223TSyQ4mHo-TiVZf9qLP4Em99w,8
zamazingotalon31,berat,tr,europe,EhsYQCxBjDSNVl0TuWNqYPQL4Lnm-BVKROnz3xKC03hFFN7ihIppwkThoXnHXmlgl0uJynKTxP0Dxg,8
FOXZAO,elise,br,americas,s3fhcmrCO3ivGBgZyZ6c5VlF1rgPMzXcd4dyq2JrGA_9mVhy-TLbEaEUnsz6JfeJbfYwUIgtZiiddw,8
Hamamura,br1,br,americas,zAc65SFNSpnFtAL6wb0m90X1hn8iI74c0RT5ig2z3WQ481Bp2vjZR_NhkKS6MEm6mTR-LqR0b2_ibA,8
dogjoey,XDXD,euw,europe,nEmmzLn8ZtSGb5oLtWEWWQ3Ecp80sHp5bgt3JyKdUZ61EndIrp-Tgt2_TAPl4joM2MO2NrNvOxVMGQ,8
Tchapao,EUW,euw,europe,Bbu2OgPGTlUpPzGAXDD4wMo790l9VEZ3sFdlO2CaXQ-2aZLzPPETjer0a3TGlgBKfX61E7TWgV8WVA,8
Elise,0723,kr,asia,BZg7_l42qBwmufwLXMGdC1uzay_sVEuPs4eBy-GNtATb3r4S7ev3ppbsES9Zsi38KAlS5nGTfvn7UA,8
tarzaned patreon,edate,na,americas,2Ohr7m2Kz_smLJu1eXQlAO1lJf28spifrskUEpP0FQMHkKa-aOfayOj-nGJIl53gSCLklT8yBtKBSg,8
Imagine Legends,KR1,kr,asia,,8
Jesus is King,7711,euw,europe,JBrQTVWgnXZEaSph7UyGG1byjyFjeNuDmIDkwy6aEZD-OsBifLTR2l_jupamGWD0fXYxHAUKH5tHzA,8
echo QAQ,9099,kr,asia,gstZCfQGggWwkMzjsR3uxYpdKvPz7EKoOr7ys7_jrv07Xjz0-7F0LTMs-chpx7ouNnEmyObVA4Yggg,8
Lelllee,0131,kr,asia,SEhIajmXzjmFnz79v8k-uHaloL0AHIGfXCmrUMqfNeNV91CeD9vxMP-yAxKYps5_Q4Q2_-gRO9hUyw,8
ELICEzz,zzz,kr,asia,PpdZGEIPhX1ALeHbWuUnw4T6rFuxw6NHhqfWrfxBusLLzgwnO0PiwYalT03u0tYIksCgdH0CcEbf6Q,8
Qiannyolis,NA1,na,americas,l27MyHIuANIBuXiBzoFi2MOibz7L4jig5jSu14kXGL4w6PqxU9yrHb9OthS1KBpDtlOvbeogvY0zEg,8
TSS Stitch,TSS,euw,europe,Z4lFgjxYfL3uLtUOpxk4kYNW38U2QyAEjxgWV_tNm9rleSuq2cnSAOIE2QDSOCLi8jOnBAgnUasyCQ,8
The Snorbbler,Snorb,euw,europe,9qtc5dJ_apxtM7Mx2iFhs81YDanbRD4zOqLVTDcJyDAGNrXgB4l46Bnw76Ows1YcQDJzCXZxeB6ywQ,8
dopamine,0531,kr,asia,F6Beh0DzXjjBcCHSV1qHkgzAFQG_gbXgIF1Wy6H9HOtLRxI1_v8o4PJYUES7TJdmrlblYRREBvrLrg,8
hole,0307,kr,asia,d6J-FHmiHA8qE2Bk4U7wRLfePWHAqxMYNUYJmUPcNtkPIxkfC49aX0xU676b31xmzUIhSi7kgoSElA,8
aBsentzin 11,171,br,americas,P3FiCscnq_6hrORd5WE0mMPamXP9rNGSfWbgfuasGvqRjyiMrdN8asygRDvOeEQIBCQo9-HFHyjqLw,8
3ldrichh Sama,JKING,tr,europe,E0OBBev-VP4owZxTo3n_khY4-kd5bCaYOYoX_w-5ZH7pS_F5L8hP-j8lF4UcMVhVOeS4YV9eXsmvbA,8
BunnyFufim,EUNE,eune,europe,5jU19s2k4_UvtJpVGkZLchm44l-s5b5-uSIoWERvr5QinXGADM_mtIEf_m7p4fETU9lJCXsNYQVPQg,8
zyp hanfu28,zypp,kr,asia,DSG8BmjgBOGSPfVqhS69ugr0UUM2egiCLCTrIiV77LHwl44MwSav9txgf7i1h0v270hd0sKHbaFJcA,8
Vibrant Hues,Blue,na,americas,p376viz0GVClEzEc-srVWFsIUOYbgcZxqaMnzqEkZ4NSVKY6aoxm25A7mpyTlHr_cRuea0RqkhMZ6A,8
Hidon,123,euw,europe,hbbDf65vA-OX4RMhxQ7gyTZOLiokYuEWgy8nBB_Zb-soMKgeEAhHAMkM2Y6oORBiSycM9-19QB0TCw,8
V0ko12,8430,eune,europe,bDJrKim2DGXmBlNJKjDPEo2GNtJ77_6qgS5IGfjOhpJ1ZbfsF3Dx7YHoreyGIImdoMveBtNT-CIStw,8
A quiet jungler,AQJ,las,americas,5KJcG5G-tCc5VcI6Zb3iS3u-yUnPIMBOVTSKRuF7knZivdezP5QadyxdXJlRyBAWCLgHlyFCibTbYw,8
Gi Taek,KR1,kr,asia,v6TWOYZG8sPJAqM0N92a_yew_Sdz_E8n55L5pqrqju9bZgIZlPQNMB1Bj_przdMLuVrZ7QG307-q1Q,8
FyeD,JP1,jp,asia,1cR5ixHhdT4xm1iwj0V-q3UQlnV4C_dmXmvpitcOWB6fzc5ZLrwMpagKvqTUmPEOET_ozjtWC-pqUA,8
blessed angel,369,ru,europe,ZPyjuEt0BLbkw1QKYblpKMrmWDff2v3ZJmW08CG1k0qSwSePh62yVoSwjaKYlvcxZ7-GNveeIteeGw,8
mimi,yaha,kr,asia,o9RxhW_xCsCUsIfzu_F6pxh2cNGmcoMuVt0noqeKRC9_dYdL-6GqV-KVmboXU0gm4XhHCYL2g80spg,8
Wakato,EUW,euw,europe,QWv_z-WrYjkDfoGELtIMcCvDZeKO41Wq7UkZ3H2MaIPbPGMKTFeqG0RJfQJ3CZCPegPIYlbPMFi2Lg,8
MMPoWeR7,EUNE,eune,europe,X_t_T3SAXVTLW1aEEFQrbEr_9SLUkU7R6gXb7qFe1dl0ihOnCXHHdmcigZbWeKGPUwOKff4Pywf0KQ,8
QQMT,0825,kr,asia,cuXh05FJu41ytUZHvyfUj29bHbdXglkuNI-SGF99Xlwp4uOAR3MIpfKUmjvV_eR4lzoDXCVanuMoqw,8
HiroKing,LAN,lan,americas,2y6iKKY6Mm_gC99cv-s2g_adbpRa5TrXZDsM-75wYQvZF4koF1SjR3EerYhj5g9n4ld5JAkHmY2sTg,8
BLindGuardiaNas,TR1,tr,europe,d44t912pR7C9KO-kFaCZwgZjXFbfYfi3QhfLmNxKSU6r3Z_sS0pZDzE03b1nbuN9ZCpYOGLpPYCxww,8
am happy,777,eune,europe,LJxq8UeaLS3JZhwLOhrMUDkQc_g1pfLhOyhXJU2hNwLaxqkZfctg7lsSuV5-o5v_UBvHYWFToc1SfQ,8
Agurin,DND,euw,europe,hTI7TLisNeXnjnL5P683p8shZ8yE10ZslFhs7JMIFP_Iz1XjGc8JW5kImJAJrEbw1nE9iO5tqu7U0w,8
Witchers power,EUNE,eune,europe,c_IS2Pp0aujDZbAQE2UcviRBZpG0y1PgpkzNbHGpJrZLthR-hP9EIevUFdWBFSZOFbaVIBs0ORz7Qg,8
carrryy,2003,kr,asia,xLgQY-VsYxBiu-qx5Z95BXUM1eFTBFe5n6t5km4XGbTmUHrtiD1DJulLJ37wC3KvlJsaZmiU2fJ8_g,8
xLittle Bee,Chav,euw,europe,9s48vJozYcsnQ3GX3VflMqfCz33GOo5cbRFS6ojm6zqQCtQWBQIg_8Ce_pbkAQtNNnluM2t-tIzOcQ,8
FA Perfect,ZYUR,br,americas,ceHFGIZgS8RmEuVXClkyxaz6OAITS-sWS-zJr9LX6EvKw16qAp487LykpwA93BsNLwHZIB9TjSBAOg,8
selva gap,MADA,las,americas,AysclEdA0DD7RYRSy_G5FeTmWOvrx1UKZ_31WNtLc-cZk4kPopsyMONG0Yg9nJALq70PvVolJrAErA,8
cioxz,KR1,kr,asia,5PatSbJlTKm9U1h7d5JIc09sjutzS7weRQm83d70pPfFicCL_t8GJAV9d9XDB5wVcntxpl0bX--7tg,8
Colourless,EUW,euw,europe,WnWFQ_k-lyD-TkMPrjGcKNMdcftJU7JYtIhdKeP4dMGrCRrNv9eNmCOcLf0YGiTuPrgszd8cY_nRqw,8
i envy you,black,eune,europe,WT3OnUSicumjEooALEA7uQEk0XeV1lJzadilfhzr66nmVBCXk3PjhRqaV14zzbhUm2FT9msr_lATRA,8
Devil,EUW11,euw,europe,xzLfI91PuLs1lYVRIUdzzQE4VGcKH3ydyu13qP7piD_ep3Kxrzu3unWCaVeBKtcAxD1fL9QrxTtOwg,8
HuasoDeodo,LAS,las,americas,BaibDkErXejUQxqW8e0c-jWw-2di5jCRRFou8NFWXoW7lpThbev2yDTJr-xsakEw_8EDU4CHjzM_yw,8
Xkaappi,EUW,euw,europe,gl1iyORb3I_RcI6XxQ3-1FmoCxHQ65NJ_AZlBA4w-2pOeLxlhxSGDLHeMiSvvzTNsj2d6qxfXD57Dg,8
egirlp1ssdrinker,yummy,eune,europe,VUfN3DieP8S91qQ2cGsu7-QDGu17pxokCJ07Q3SlZFGJ4QpkHRiRoz5Nzk8LLsAzDZ1ZOYAwFrsaLg,8
Jippy,rank1,euw,europe,e2HKet4tsXuuL-h8M5ea28KttNVKTyVeoodbuYOioXpOutyEzDJcA2UyjLwKWsibaZJgRci9D-ZPYA,8
ammoniaboi,chill,na,americas,nD3EbME2Ca8YvJrAzJnEJNNcPTLqWs8gZO5gqNEK6ImgydPQGxRcMhw4LsOpQtcgLfSUmdf9d7pSlQ,8
Evelynn Abuser,eve,eune,europe,NjURpo4VoHgWghxBTppgxUWDeVVBizn0mdV5qNvC6K_muDx2_e-Op-HCLTiV5DbYPh8Ts4vVKwkO_g,8
Sorte,98765,br,americas,C9AGaVYpeOfFtsHkZBmqmZhqr-fK3UMB3pMaIdcMwwPx6pibsJX3pFoQsnSbJdGxl96jEkFRStuyZw,8
cs16bhop,15903,eune,europe,zqQ1GbihBQh4dOsaQdfX633KmREIOOgP-XLr5VzUrTRz8ZhAEojyLoxSYzzTfj87qKJQb5QslXXeYQ,8
Radyona,789,tr,europe,a8noov6VmVuGaBalaRc2mIi6ttyrVglY5Uj1IRLtyouxkJ-bjfrtlrFWZ9UEdLxqjUge7i5F3ord1w,8
shocik,eve,eune,europe,wmY7PQkGJA6lNqrtCr_Mj9JhJFniCHV7FC_zWVT5hxzF8R6fnA2bB2OkxEQHXwEdqoiA24t8Z2RcHQ,8
ceri fun acc,TR1,tr,europe,cEaDOOsXSkTTDRamIjYVnvIyqPkBxbrRWYHn0U9PV7F3dgQRtOJCnf6zRzKLrWr8q6qD_oGugFcjwQ,8
twtv gilson,EUW,euw,europe,yMCZK-wZmnttOjopyBCJplWNSfYK9xV6zhl-yVmxTKk-7ObfMPvCfewsAQSmlKsxB7gnWd__RGflSQ,8
Culito Demoniaco,LAN,lan,americas,FCCZOsWUZCh1rj3WDRyVJRAjNtXUDSeFS616kiOyWcCj4eWpMDR8MuAPaTfVdOSDZJGidSyslG9RaA,8
Slutty Tadpole,sadge,na,americas,65WIZKE5hW3EKLARzJ6JmRyi5wUIE1bgpcrDN_ic92obL-rpMKE2jQ0L4pkrWN0q8lFwlRBxIhDLRQ,8
Diguin,7648,br,americas,vtY3k0FtJQZ5AN2JLE1yv4XZ6vH9pDMofZwAmohfqvI-5eziguol7Ci81qV8wMPDSiLkhRoZLKG58Q,8
Dryan is Kira,King,eune,europe,0oBePZWJwbfI8qqzwEniLabG6ptoEt1RRfB8ArsgRifbl85MZzMYkrrczbWtyQlh-KxSTNJpSc7CKw,8
Whip,54321,euw,europe,zc68uy10cUuhJL9kIzCGisN5FxvYUeUZMMISDP58Pm3HCc2Vm6wPKj6tmWDt2FqwCQGln6gZI7voRg,8
SZA,121,euw,europe,TzCreF-cYHyPrJ6pGAtumUVx7aIAaB-JSBhN2RM1hefLekf2fHf2lFoWAE888BMU_7C0kfJnVOswNQ,8
ptasznikeZZ,EUW,euw,europe,IjI9Z_Ev4Hbty3Bap5A3qZpxQ5H4FJKoLusD08LHOCVM6Ff8FKXnxwU7AM_YV2KJQkGHrURrsSA1Ww,8
TelluricRhyme,UwU,br,americas,Qq8juJN7WYFwBj7HBod0elyDI0s9PrARLomf64db6I5cyOS3tCtPyBzLoo86Uu4kfgcsN-cmK6dykQ,8
xyxykky,2025,kr,asia,ptU5UtPJztyyMEUf_mZC33a-SbOMBpAm67Dp_VGW3PWKqO9AwrRzzuElBc6gudPtxZUe9_mxZtz2eg,8
intentosdebeefXD,lasss,las,americas,0pwt6EORtscrzDUB5WPgAFWp0Ur7tu7w_ljDUdZdKXQXiNJFCxsmb1IT1u1oIy_f3F1gGUC8tGzf0w,8
Uemuet2002,EUW,euw,europe,QF0p226GyBQo8b7zzvjOvGfaud2KJD2KVdHdTPza-XrXJj0lTUWWOP5-iN5Mlg-gYRJP89_8EvC4sg,8
dias,eve,br,americas,g95ooUGBhoKxjfPYN7vZHI4SRr23CY4BpxWT6VxYHQoBSTWxtcDTTxfT_BuflDiVwYGCC7qDFs1ILA,8
