Name,Tag,Server,Region,puuid,Key_ID
glue eater,9723,eune,europe,i2487-L2YUgT-81x56Q8bx_wE77MCzZ_y_zHa-N6XJQMjz0bCvSFzb9t6WP9_ZIk4VK6a2BOKSVDzw,2
Final Prince,EUW,euw,europe,633kWNHkdv_sl8wiywtL3AT3IotlABPh-BuW-rYMyoh2kR-Ps0TYY90shoqzhmCIN7-OLOUo1WpJsw,2
ChopTheFarmer,CHOP,euw,europe,srvGSYHv9iaTp0tgSfs6Q6VxngtWo2NyMhS1pyEX5oxy2dOF1Z0b5fzeztQ8uGq4FbqwGTYrDuf4Fw,2
Unforgiven,envy,na,americas,qjApQQZzyd-WET0dnYH3Ut4_4kY7LI0odYTjCfBsY3fzix8OsQxiKpM_uWCm9Hleh8tt8D4JvSUrkQ,2
Siobhanx,5555,euw,europe,sDKIWX9_ZXJi0FFEJRUpqrw_gw681HGby7sM_vbzbDYJ_4bYIYCklNVvwOg4J3_6K_miL4ZlSbXjUw,2
Poniros,6421,eune,europe,tXEKywDSMiEW2afj36q6biP8Vw8405EUzbTo_uvr037SfWU_Tn_RCkA13MmX4etN27WVpZlc2wef8g,2
Mike,MOB,na,americas,2mciBDrAeddbuUb1SnUnEci3rerIm1f4pfRMU1s-56fuQi6xTa2FdM5hrN0l16H2_Xd9WeEhi6iFTw,2
YSL Thugger,EUNE,eune,europe,jHha6rCNZEXnyKLS15TUFjkLMK57VlY4IAa870av-ORr8UjYKLU6rPCLmuZ-2XYipQqXbry7sdej3A,2
Tetan,EUW,euw,europe,QyvC-Za36Unq56r97N6_NE7h3q3mjfvZBwn68XRWZ0codNTyKlMBVKlHaLr5YnL53stpD2IwK1w4Cw,2
Mehsi,EUW,euw,europe,NsD-f3KltZ062lSHQSCJR4iY-HjnXCLpMJ5v3NxbQjUUdhRZ3S0wKhvNtHWC29MOBVsY_MaxFwIS9A,2
TiranoSauloRex,REX,br,americas,kdIr57tivcBBiHaloPtpB-Os2n8-IkWzib8qVhqVbaSBKtjzpNMz4gR4XO3fBuT7JzkOOxW7vx4ICg,2
Vie,TiltP,euw,europe,fNow7zMAsmq7tH-_6ayStbwghvnIa0tr3O2NeVfZrdDZKn4EvK90_AzxXuZ74E8wecwNfEm-BUL7Hw,2
ESPRIT COLEREUX,3432,euw,europe,hTXy1Wtd6RGLahDxxB_wuXZsNYjUsf43EvUcYIGql_QLe6XxlCCWk5hweUS4xNAjVwj02jrmdHqyjw,2
JokerNopeSmurf,2325,euw,europe,u4ZN21D9RKUrYiaQAUM2BuX3nikDNgzNJeHuY6v8UC50BxCW9VcRC-cPAN-m4BBqDuptizWfs72SOg,2
koae,koae,euw,europe,k3wL_7ATQF-WlnY21ZWQCWFZv6qpyrCPOryMtRi_IDmbtkUuqOufVqR9Q1wuyUPUbap6W00OuZCA1Q,2
CarelesMistake,NA1,na,americas,jkzdQ-_9s0QmQa0K4HV0BonDesj-qLIgOu6A0HaRanKJ9ZyloVG39-uTOndeSKzjxwBNPs_xulavZA,2
GaaBriieel,Chile,las,americas,xTlr3UH3SC3_CK78qEbL6bd8b5zL0zbXjvv9icWhzEh_OeQw3rHSEJJIbVlSawwiCEsBAFOa-8iI3A,2
GSF Cofidis,CHOTA,euw,europe,ZJ6N_RmySmkdQOrAxTfyibYNlzQWVB82R_0U3ROSDeojC2GT1U6nyC0_VEO_ztYMTgOggi9uXz43Lg,2
WarningWarning,kr01,kr,asia,-l1KUFI7LmEO8M7K3cio0t9P68_jdSKZgK0CeKl95k0JsmOiMJLk-vmsMHy1mW1wIvIVe03Bv5hV8w,2
JidoWu,2195,euw,europe,47eyM6j4Nd0UQlaOfjaTirmceC5zpW9ecRK3ZnE5M8_L14u8S9fiAw9fjCQ-5VgZ1kPRDgHRwQEzqg,2
Hupida,HPD,br,americas,rlCZ9E9crwAP8Kll_i6iAlMI0hr398iGCXciiGiqhURH71khF7bm2-pPYaINelFNGVsQbp-oRXefCQ,2
BS CodeWar,EUW,euw,europe,yFpvtp-1b-dEzQreaK-yUp8Nowugg3aMH5rP8Lcz84UMjHtWduyiu7QbNmNbj2GG3lzVdxhVMAKUFw,2
v1SaG3,1337,euw,europe,VFQnHwGER1uX1mwuWh5XoJwaP1QCpDIYA1S97Q-ZVGcKJfnmC82em4Q95cf6BrUDsKVdN0yGsuC8kg,2
Th3baBaDo0k,EUW,euw,europe,ndToCTdh1AxWnTIpP1y94nCXNp8HLytsgOev3GNB8lXLplmbzQ0xCy2Ns8l7RryOv7qc68f2jbfDzw,2
never doubt,Rank1,euw,europe,nM4_ydJ-SG7kBoIJmKVJw6ECpAwR4JuuTJjb2QnhYSJ8vlJOTRpvjWbpQ_GL-l-tM5srcN2qsVx7sA,2
Killeric99,EUW,euw,europe,qyRbLr5oc2KaUaNCFcocDGvBPeX3gFso8GtFqiw-7tF6vArAb9LHyUT6cb-OR9bvRa_AgECYu-H_Xg,2
OnMyWay,JNGL,eune,europe,o1zrI6_GFwb2S4gQaA7cll0TLZZLiEmmwizVx9bSq2IbWeEzqmBikanW01C4Xptd6-jbrfnMscAYHw,2
Antetokounmbo,KR1,kr,asia,O-gMaOGhf5rnNUWPnUYnbKHhWQDs5Ax_TMeYgMpz_t_cpApGhrwN8vNl_XkLRna7MdtHbtfZIys9Bg,2
HELPER PLAYER,KR1,kr,asia,P1KqQjUPm0tkn5c5I_kRewCmW8HPOozQ7iuabL96Uqm0mqItlP-pb8C_Rcb55IzYEbN_ChidgdqNEg,2
Geagwos,NA1,na,americas,TJ37PwlyPhOsMwQxRNBpEO3TiEZxj00twM4y7A344KU0jpgR6_2Ih49Lek9Q8lf3KBx98dm9TLHekA,2
NikiTheCheeky,GUNS,euw,europe,D4RMFnLbSzYFP8hE46oed8zpc9TfW5-aHrQlp5T2JDG-Hi6MZQmc2cdDW4BwUW7efCoLX94SXaiNEQ,2
Corruption,Money,br,americas,GkZCsdf4jzRDEXCdyNib9gfDNFfcChiA2W2WKWg_m0dvDU1_L8dAB5tzfTZy831eGb1Y18f6ZJ0dxQ,2
Atheatos,vwls,eune,europe,EwHimZY1iXawjlKbMnt-C4il0fvjJHgr3W4frl7ufOpGQg3HOQnTmBoCR5OYJONGvS45OpmNS_m6eQ,2
Foutriquet,FOU,euw,europe,oxtBsGKmWSfu2iZKaJTr32eHwKEypCYhndR0-QjZV5enlmwX2vFlBbYGy7eCQVedIdyk0dlQD8iddg,2
AMZ Asta,BARK,euw,europe,Kejhu7D1qK5I6kBPZeAQOY9HIcJJuXboigQMCPlFRcojIMM2R0qIUoGWTSYfCd7VOLDxdaNXamNnHw,2
pooprooster,NA1,na,americas,KlGbErMpB89GR5DFqc8IyUNV_TacVn8Hr22hcoGEB24_FTaEBhOKMZSHD6UUYJdPmj7nk_DmnF5pAA,2
reserpina,666,br,americas,caX143nohKlQwND3OIYfMQuS1QxFdxXEGUz6J0lqB_TcqyyVZ-fWqi6Zgv-5WpE8UWFhqPtaIVNfYA,2
CosminThunde,EUNE,eune,europe,CJqHQ1oqy5gZXXfVQ6AIikSPtLo51-UGT9MT5DN37IM00ME_47vjHMG2S4vWBoK6GgGAe-tkKmg3tg,2
BOMBACLAAAAAAT,GYATT,euw,europe,h_0F7zU6vE3uFSWPHPx-FY3FbnTpcok8fedcb8jsml4yDvj3fC6CBDp_k95IxkJWfBybulCTnhKAtA,2
DRG Renzione,2811,euw,europe,hpDL0-yIp8Dvl1cEF_SDnM-qaCmEaPkR2lsNUm8TeDGSHIAAwhpbPJzxcdFRA4u36TrR1WknIW3D4g,2
SlotMach1n3,777,euw,europe,H0qAl0BxT8gBAjmjfLpfDD5bzPcYkxz0CmMmkVWmHOWDww4N1FNOMSjFdeo_XvG3ffAr2u54L-3k_g,2
Anthony Ginting,INS,euw,europe,Ftjli0ZoBufnIjovSXvdI4zygXHmJXF5GhV0rb9hmKtEp0xKJ2ZwoJslFxZTSAdGtxhBrA0uwc9wlQ,2
Drakesin4,DRS,euw,europe,PzOuHkU6VdCqZ2IBY12m824IgSjADXi3zbvOZ3iD1i3KGjfg2z_kg26YRPa23Dbrfq3AL6NHGq970g,2
momardos diego,SDLG,las,americas,6t8UoG-w3-u9joKX1L1X2XOpFwJ7gZIg0rKtCFPxQr7d8YZl1D_TuobKTiKaTFi8mA_YHEn2ZSPqzQ,2
MilkyWay hands,Chall,euw,europe,PneTCM6ZVf_EkTnisr2KOGxR7_IwnNoHbAwM8Wk8GbV-j3doTCwR3rXTneFGA08hQpmD1cFp63cndQ,2
Rising,2005,euw,europe,gmXrGxsDqIhA-KjZpmKj56qPoZl5VHBQrcYfyfMtNGPwwM76yEC5TF65cJVLa5f2_YtRSoI6JozMCg,2
Billy Russo,PAIN,euw,europe,RIjXgU_uLGd0LvFjKmJpk-fxSRz6tdZkGRFxjUmZdctq4CFTc-nCvztgalv-eXAcFmOIC8ZY6vVuCA,2
SGE Lopinox,0805,euw,europe,dL0IWi-Wk5mJ9W-JOTc0SMVItGEoRui7MoOIS1Ai6BFdpmb2WAQjxHImSr4V7XjT0wEIKNjDBLHVHQ,2
Korn,1994L,br,americas,BZ9lB4BPUuR1e-ik1eAQjnISfHrK1T3jqoEXB-xhLQioY-ad1IEGc8UXQIUUJSgn4Wju5PNdE6xXTA,2
Folker,Duke,euw,europe,vUIt-0p9oiiHKhLwHPr_WBxfcEOMMdfMgw_dHweHVaPI7FViB6sVnMG38aOjOhN5BtY1cBoEDZbwPQ,2
42 Thorden,Ged,euw,europe,Sv6BeQXelY4u_DrCKCtVfhOAkuV1jol7KEKvPrh75PoAUQHLrCY87jXDjTh6rbA1mvUoN-awjk5ApA,2
Smol,okk,euw,europe,Iwk94DJkK2yHjW5iR_dU0_P6n4Zk6PxLRQpVH5woUqTdknsrNSlc5XsUFOTeNk-DubHW3zn68YE7Yg,2
AMON ZODIAC,MONK,eune,europe,j0yZS-56YmaMaYta45SIJKERZ2-FhvmXEDoTxLET3sUfWlhBMZAn6RJo7xSdc5FX6NPwzSWSkUko6w,2
GINE FRESKOS,TIER3,euw,europe,Wcl35n96vdHEC43rF8wXLOHaLJBi7H0BfGQXSUc-7Ch_7CVf6gEZy8tPOIcbp0DfF4z-WXj7h3-M6g,2
